index,panoid,lat,lon,year,month,img_path,ang_0,ang_90,ang_180,ang_270
15528,IlBvkF0bDjjKfeLaeEEr3Q,-1.184120766264806,36.75456027520557,2022.0,2.0,i/L/,0.0,0.0,0.0,0.0
21223,IlC0tMlxKYDFAfM9wuX_Fw,-1.169014438977897,36.76618697728878,2022.0,2.0,i/L/,0.0,0.0,0.0,0.0
40972,IlCqK_GphKTe76uq4--s2g,-1.232217884566581,36.88532079412305,2018.0,2.0,i/L/,0.7910843,0.6277071,0.0,0.8923883
12752,IlEcQDHVJ8UgLzPGuOBdEQ,-1.319223209020697,36.66923317029389,2018.0,5.0,i/L/,0.0,0.61260086,0.0,0.0
56118,IlEkh3EVHsdMBxRi5Hf5vQ,-1.302371150122171,36.81508584776903,2018.0,3.0,i/L/,0.6978133,0.0,0.0,0.0
34579,IlNJYK5N78F1DadO11Fraw,-1.224957965246711,36.88557981113134,2021.0,7.0,i/L/,0.0,0.0,0.0,0.0
61173,IlNSW51HsybW6Y293dxu6g,-1.278840621902643,36.94057248029076,2018.0,2.0,i/L/,0.0,0.0,0.0,0.0
76466,IlRHLzBy6P9UyVJ12l9heA,-1.240328162873119,36.69210216845249,2021.0,10.0,i/L/,0.0,0.0,0.78085464,0.0
30265,IlVGjxScsyLjbjDa131H_w,-1.19201759900656,36.78939192896741,2018.0,2.0,i/L/,0.6000941,0.0,0.0,0.0
104888,IlVfq8EhHa05Lohjyas8qg,-1.299737549080375,36.71942073871272,2018.0,2.0,i/L/,0.0,0.0,0.72795445,0.0
11838,IlfGSDXqov_dt1mq8lYDtw,-1.258319149504718,36.68436736975961,2017.0,12.0,i/L/,0.0,0.0,0.6095559,0.0
29479,IlgOfWicU4DuXofW59xzHA,-1.251933929942259,36.69644534759077,2021.0,8.0,i/L/,0.0,0.630026,0.0,0.0
10683,IliXld2klWIoCZG0t56X7Q,-1.303742899356287,36.78017777189773,2018.0,3.0,i/L/,0.0,0.73868567,0.0,0.0
73616,Ilp0lah6a9-7eFNogj7jQQ,-1.27696497808301,36.980114054781,2018.0,2.0,i/L/,0.0,0.0,0.0,0.0
27823,Ilus8TdTnCvDA8FCHp-zNw,-1.471681336888351,36.95414529308808,2021.0,9.0,i/L/,0.0,0.0,0.0,0.7209377
67299,Ily2mKp1Pwo_k9fk66GcJg,-1.295890137565985,37.007943669037,2018.0,2.0,i/L/,0.0,0.0,0.0,0.6893785
94037,IlyN73cMNXROk4b34ddxMQ,-1.362377275895823,36.76422728899361,2021.0,7.0,i/L/,0.0,0.0,0.68686223,0.0
62917,Ilz4S7oWYuBN8Cd-6FFMIA,-1.433340099597987,36.96766795763166,2021.0,10.0,i/L/,0.0,0.0,0.0,0.0
35332,Im0wLCdM7TCK9oWtVYodQQ,-1.21616582420451,36.81877575701331,2022.0,1.0,i/m/,0.0,0.0,0.0,0.0
8500,Im71sxIPkE6saTWSQCn2cg,-1.275477876858952,37.00485051192699,2021.0,10.0,i/m/,0.0,0.0,0.0,0.0
88161,Im7Y1WaztHtVHOJMws7G1g,-1.292745799343416,36.83630092292604,2017.0,12.0,i/m/,0.0,0.0,0.0,0.0
78047,Im95fGzLc2az_sY_HySc5A,-1.284567631215242,36.71345859438409,2018.0,3.0,i/m/,0.0,0.0,0.0,0.0
84516,ImCVIpTqZlrqmSPCnpBbmA,-1.232754994369935,36.76304466079826,2021.0,7.0,i/m/,0.0,0.0,0.0,0.0
96306,ImDEGoW3L3wBZsBp2MLy6w,-1.323381098187553,36.86499578324272,2018.0,1.0,i/m/,0.0,0.0,0.0,0.0
8310,ImDSIcKx4CkEIYk7kvuCCA,-1.33702457084547,36.7090553656799,2017.0,12.0,i/m/,0.0,0.0,0.0,0.0
117182,ImDdEpnMYhRLfwDxpKy3xg,-1.33014807751872,36.72267758843396,2017.0,12.0,i/m/,0.0,0.0,0.6045241,0.7776484
118547,ImDy5hhPNatxpuQY-x4r4A,-1.2008187823201,36.76165566923253,2021.0,12.0,i/m/,0.0,0.0,0.0,0.0
55572,ImKGhCBoSPBi5Qv5CTKCOw,-1.287484017722978,36.85891178234498,2018.0,2.0,i/m/,0.0,0.60041857,0.6460615,0.0
9288,ImLNHUurN3SxS9uX_OyhIw,-1.359834933217555,36.90786785641098,2021.0,10.0,i/m/,0.0,0.0,0.0,0.0
57008,ImQDGHMYKj-8a4qV_jsCvQ,-1.311660187849836,36.86467980227084,2021.0,8.0,i/m/,0.0,0.0,0.0,0.0
87378,ImRcDY6Hi56qDmMW4cSGuw,-1.264727652675148,36.69509723899515,2021.0,8.0,i/m/,0.0,0.0,0.0,0.0
89365,ImSnpj42oMjC0phR6K9f-Q,-1.298686964974415,36.68405637775422,2018.0,1.0,i/m/,0.0,0.0,0.0,0.0
109596,ImTBybKwMWg_k6oXBKO3ow,-1.313425916366329,36.81366505457046,2021.0,9.0,i/m/,0.0,0.0,0.0,0.6536887
96346,ImTBybKwMWg_k6oXBKO3ow,-1.313425916366329,36.81366505457046,2021.0,9.0,i/m/,0.0,0.0,0.0,0.6536887
61391,ImZAxyyDwUin3SP0S8CaNQ,-1.262578507834799,37.03383210416757,2018.0,2.0,i/m/,0.0,0.0,0.0,0.0
24954,ImcQn7cm0TO5v6NoIChD9g,-1.159571554374173,36.6404969549402,2021.0,10.0,i/m/,0.0,0.0,0.0,0.0
24368,ImdUIzqbDabYrgZ8VHavFg,-1.29762081060867,36.8509051123627,2021.0,8.0,i/m/,0.0,0.709931,0.0,0.0
20473,ImdzLqu4Ef_78YLZBKdnzw,-1.295407613942636,36.87851610018166,2018.0,1.0,i/m/,0.0,0.0,0.0,0.0
109676,Imk3jwgl6p4-fQWUNmj5VQ,-1.311837184663591,36.82957990841901,2021.0,7.0,i/m/,0.0,0.0,0.0,0.0
23960,ImksDRTaZbKo1tGTncezVQ,-1.206961522014887,36.87080281051347,2018.0,2.0,i/m/,0.0,0.82750314,0.6162353,0.0
110312,ImlUTCMyt8hxyY7-5vDd7w,-1.273459963794743,36.82788465151097,2021.0,8.0,i/m/,0.0,0.0,0.0,0.0
41142,ImmQhBU84oT0OGoCiIRa3Q,-1.215555377320459,36.88773784035155,2018.0,2.0,i/m/,0.0,0.0,0.0,0.0
114740,ImxoALa_QPaTNrTla9HyQg,-1.257233125577763,36.8366836296151,2018.0,1.0,i/m/,0.0,0.7572441,0.0,0.7450681
5875,In0dxqhQ9Vp41msmOEQcTg,-1.234511026522632,36.9283508760682,2022.0,2.0,i/N/,0.0,0.0,0.0,0.0
83967,In9tBoUIX5GO4OYes9_Ftg,-1.152180656010085,36.91803374810362,2021.0,12.0,i/N/,0.7652721,0.0,0.0,0.0
83969,In9tBoUIX5GO4OYes9_Ftg,-1.152180656010085,36.91803374810362,2021.0,12.0,i/N/,0.7652721,0.0,0.0,0.0
38862,InBcM_9NoVrA5nW3kgHoew,-1.270308033053213,36.74661645955032,2018.0,2.0,i/N/,0.0,0.76117456,0.0,0.0
57355,InFaxm6owFZuj3EIHVEnzg,-1.280418997912923,36.88266195965511,2018.0,1.0,i/N/,0.0,0.0,0.0,0.0
24742,InFlfCiqRvzlfvOfwpeUCw,-1.174486696464268,36.93247308840425,2018.0,2.0,i/N/,0.0,0.0,0.0,0.61858404
69260,InGGW_WJWp6NwJuRtuOFrQ,-1.392413915461016,36.73121364926347,2018.0,1.0,i/N/,0.0,0.0,0.0,0.0
20104,InGGW_WJWp6NwJuRtuOFrQ,-1.392413915461016,36.73121364926347,2018.0,1.0,i/N/,0.0,0.0,0.0,0.0
120244,InNCDdabe0X8JyTUFFQ0dQ,-1.206732833466353,36.78361341900786,2021.0,7.0,i/N/,0.0,0.0,0.0,0.0
16077,InOGKXbhSPLCv0Daugxr0w,-1.270703869219642,36.74357807359295,2021.0,8.0,i/N/,0.0,0.0,0.0,0.0
125020,InQ4b_UAXPMU34xrTJyCLA,-1.264168746231416,36.75075040849084,2021.0,11.0,i/N/,0.0,0.0,0.0,0.0
101647,InQ6OrKvOyYXea6VTJqZwg,-1.199253057421376,36.86420685445672,2021.0,8.0,i/N/,0.0,0.0,0.0,0.0
60020,InWoNp_8SVf6ous0US5oPg,-1.269591731133663,36.90137008060158,2021.0,7.0,i/N/,0.0,0.0,0.77377146,0.0
95483,InXbg7IDsefRiq9iC3E9-Q,-1.366643594290884,36.75616217288371,2021.0,7.0,i/N/,0.0,0.0,0.80047154,0.6942588
77559,InY8dunGnauoor_CmP03uA,-1.273515950042209,36.95339594216411,2021.0,8.0,i/N/,0.0,0.6677753,0.0,0.0
27591,InYt4jjh-soc8rXb2z41Wg,-1.28159988263383,36.71689141001679,2018.0,2.0,i/N/,0.0,0.0,0.0,0.0
14898,InatyYVcf2ZWPRGr-NFSjQ,-1.162927363277492,36.75022139559763,2018.0,5.0,i/N/,0.0,0.0,0.0,0.0
36930,Inb-achoXaB2HtTWdH1Ktw,-1.29027743429334,36.72582967507265,2021.0,7.0,i/N/,0.0,0.0,0.0,0.610217
4905,InbzQFP6xBBmztgkdLPorQ,-1.242670613954453,36.84988973508904,2018.0,2.0,i/N/,0.0,0.7631266,0.0,0.0
11078,IncviTZzcZlfrNrrPeInEg,-1.32639023372952,36.84358835179955,2021.0,7.0,i/N/,0.0,0.0,0.0,0.0
51877,Inhfal5OM-JcbDQXivEdmA,-1.243626431660095,36.85499037413206,2018.0,2.0,i/N/,0.0,0.0,0.0,0.0
22855,IniV9Uan1tns0123BQvAgw,-1.280774708306837,36.82487325681694,2018.0,2.0,i/N/,0.0,0.0,0.0,0.0
66426,Injz-4rJ-efjIRODn6WMgQ,-1.226913565729112,36.88288232911363,2021.0,7.0,i/N/,0.0,0.0,0.0,0.0
89274,InlSMcHJACCwoRvtWbdmnQ,-1.316948205101611,36.91303396235999,2018.0,4.0,i/N/,0.7758965,0.7655094,0.0,0.71243304
89278,InlSMcHJACCwoRvtWbdmnQ,-1.316948205101611,36.91303396235999,2018.0,4.0,i/N/,0.7758965,0.7655094,0.0,0.71243304
89239,InlSMcHJACCwoRvtWbdmnQ,-1.316948205101611,36.91303396235999,2018.0,4.0,i/N/,0.7758965,0.7655094,0.0,0.71243304
18747,InlV2Vj7ueDcym8RJUnd-A,-1.155641889295877,36.94210350223734,2018.0,5.0,i/N/,0.0,0.0,0.8055192,0.62155986
42372,InlogsSYxDxXoaNej6SB9A,-1.392954103044482,36.77911243659058,2018.0,2.0,i/N/,0.0,0.0,0.0,0.0
58117,InmxL7iMVouWUfgRI0mGZQ,-1.195842024580847,36.9492614598748,2021.0,9.0,i/N/,0.0,0.0,0.0,0.0
95255,Inn0MBu-n5EvwV2saXgeWg,-1.26543112399079,36.65976577981562,2021.0,10.0,i/N/,0.0,0.0,0.0,0.0
44662,InrkR3FHGqEp6Qd26pCMBw,-1.165214106686953,36.94237150364286,2021.0,12.0,i/N/,0.0,0.0,0.0,0.0
64574,Inrnc1kpHtSbqT1uc4580A,-1.229762897805726,36.73310899297077,2022.0,2.0,i/N/,0.0,0.0,0.0,0.0
25448,InuJ0cOCFEHmlEIGmwrgRQ,-1.256118519785484,36.66880819572317,2017.0,12.0,i/N/,0.0,0.65766937,0.0,0.0
115496,InwjwHV-jdmYMzFYLhV1-w,-1.36774664995212,36.92629370217816,2018.0,4.0,i/N/,0.69285023,0.0,0.0,0.0
65210,InxKxJhLmbxwUbS_PM813g,-1.235372703090459,36.67894971823671,2021.0,10.0,i/N/,0.0,0.0,0.0,0.0
50093,InxcDkFqg7wpM8ETIJpCWA,-1.214208706517682,36.66159832216364,2021.0,11.0,i/N/,0.0,0.7601342,0.0,0.0
55464,Inxvi4Jqil7mOiZ-OpHcSg,-1.267037183324377,36.8389464860369,2018.0,2.0,i/N/,0.74107796,0.0,0.8973142,0.0
55463,Inxvi4Jqil7mOiZ-OpHcSg,-1.267037183324377,36.8389464860369,2018.0,2.0,i/N/,0.74107796,0.0,0.8973142,0.0
5247,Inxvi4Jqil7mOiZ-OpHcSg,-1.267037183324377,36.8389464860369,2018.0,2.0,i/N/,0.74107796,0.0,0.8973142,0.0
109652,Inzaa3RkIT1cZgNjwOTigg,-1.180188442726713,36.84250742472059,2018.0,5.0,i/N/,0.0,0.0,0.0,0.0
34622,Inzu8gL5xgOxvEaG2jWVSw,-1.210293568007955,36.90919535261769,2021.0,12.0,i/N/,0.0,0.0,0.0,0.0
67079,Io0kmIqz_oIK08KXM7mong,-1.283308820611205,37.0067614333664,2018.0,2.0,i/O/,0.0,0.0,0.0,0.0
41155,Io1G9cnJ9L4mWnYhnrLeKA,-1.473488694476194,36.95951154956992,2022.0,3.0,i/O/,0.0,0.0,0.0,0.0
115645,Io1d9GYW0vvOf-zCi4Kykw,-1.141970860481168,36.81253694419778,2022.0,6.0,i/O/,0.0,0.0,0.0,0.0
68644,Io3_LgFSzGbKAVmQ8Pl4iA,-1.290610029190758,36.99226316910474,2021.0,8.0,i/O/,0.0,0.0,0.0,0.0
116920,Io9MfqOM2RvXieu4bc9UaA,-1.489499409503417,36.96984570430602,2022.0,3.0,i/O/,0.0,0.6799533,0.0,0.0
73604,IoAEWCi0rBmXBOsQUTqGLw,-1.499532632713585,36.9464028054044,2022.0,3.0,i/O/,0.0,0.0,0.0,0.0
15348,IoEX53K3uwewiaFSxCKtig,-1.198790636647503,36.77189130782436,2021.0,8.0,i/O/,0.0,0.0,0.0,0.0
106292,IoIG0MaIbL0HJ_DUklFbXQ,-1.290325479130209,36.76155956675809,2021.0,7.0,i/O/,0.0,0.0,0.0,0.0
54709,IoLAKkFNayHirIzqVp-5IA,-1.298959671342784,36.77811415368731,2017.0,12.0,i/O/,0.0,0.0,0.0,0.60430884
94563,IoLFner5fWeBbeRkw8YuIQ,-1.292278095307537,36.73750775406239,2018.0,1.0,i/O/,0.0,0.0,0.7518046,0.0
92059,IoOWdtc5TSJRtvprDrD4fg,-1.204373551471266,36.87165963638794,2021.0,9.0,i/O/,0.0,0.0,0.0,0.6904375
56277,IoPCgvDkDEyManTt8r2mOw,-1.289140797036348,36.74558517700572,2021.0,7.0,i/O/,0.7605121,0.0,0.0,0.0
49036,IoPQxW7svULOpeumy5f94w,-1.300458384201582,36.77151393712212,2021.0,8.0,i/O/,0.0,0.0,0.0,0.0
68747,IoPyxULmncjOm87Nx7W0DQ,-1.162160386236355,36.76117416909897,2022.0,2.0,i/O/,0.6991567,0.0,0.0,0.0
109500,IoWLkvU8vtb9-1LP6nZBHw,-1.3118078170739,36.81401008925663,2021.0,7.0,i/O/,0.0,0.0,0.0,0.0
21655,IoWLkvU8vtb9-1LP6nZBHw,-1.3118078170739,36.81401008925663,2021.0,7.0,i/O/,0.0,0.0,0.0,0.0
76809,IoXYHKRswCcYgre4Z83zWw,-1.256644810753136,37.02355583572887,2021.0,10.0,i/O/,0.0,0.0,0.7705542,0.0
108476,IoYMIkQ3PI5Ka9jGy4d2Nw,-1.29240828694258,36.79679048128843,2018.0,3.0,i/O/,0.67840606,0.7839734,0.0,0.0
34412,IocLnFhkTQcVOhyiBTsQVw,-1.272522302004256,36.81445049904617,2021.0,7.0,i/O/,0.0,0.0,0.0,0.0
31943,IoekDCdlQnrbg8VLciw_hg,-1.24207533587221,36.67626667043875,2021.0,8.0,i/O/,0.0,0.0,0.64042854,0.0
25529,IoekDCdlQnrbg8VLciw_hg,-1.24207533587221,36.67626667043875,2021.0,8.0,i/O/,0.0,0.0,0.64042854,0.0
49642,IoiNOkVcLyfcxlC5VhOQIA,-1.271340508235384,37.04373307705254,2022.0,3.0,i/O/,0.0,0.0,0.0,0.0
114713,IojXA5KWVMLSlvMa8uZGfQ,-1.241408760184589,36.78755834423074,2021.0,7.0,i/O/,0.0,0.0,0.6974875,0.0
72309,Iomydg6HEcOKOyeoBgUjog,-1.295964797458359,37.06646895576154,2021.0,10.0,i/O/,0.0,0.0,0.0,0.0
94332,Iomydg6HEcOKOyeoBgUjog,-1.295964797458359,37.06646895576154,2021.0,10.0,i/O/,0.0,0.0,0.0,0.0
79165,IopM_cxwjZ8Bf3TBlhqF6Q,-1.229115150538065,36.71188711793872,2021.0,8.0,i/O/,0.0,0.0,0.0,0.0
104295,IopneJLTGSMlsEaswpgXgw,-1.351779108649369,36.7629765107185,2021.0,7.0,i/O/,0.0,0.89186364,0.0,0.0
2404,IoryBLCHEBSfIxHOZ7Ommw,-1.258275520858721,36.83604386774721,2018.0,1.0,i/O/,0.0,0.7321299,0.0,0.6774938
84044,IovalBP2woSJi2MYPnc_Kg,-1.274161514536037,36.91817008993478,2018.0,2.0,i/O/,0.0,0.0,0.0,0.0
8251,Ioz57OL4dk7w1GthqIyjGQ,-1.254266193353978,36.87960355731667,2018.0,2.0,i/O/,0.7264673,0.0,0.82610416,0.0
5937,Ip1LkqvC1vack1C4tgMmQQ,-1.226682895389583,36.8482316495857,2021.0,7.0,i/P/,0.0,0.0,0.0,0.0
116266,Ip2YGCxNQ_ARA_98xNPltw,-1.154192897715172,36.94298278591895,2021.0,12.0,i/P/,0.0,0.0,0.8086059,0.0
95424,Ip4NJYoRCH26wowNzG8zJg,-1.361815049876653,36.93210137866483,2021.0,8.0,i/P/,0.0,0.0,0.6109634,0.0
55691,Ip78FaT8L1T5AXEjzYnpkA,-1.218444937315603,36.7136061730974,2018.0,5.0,i/P/,0.6381401,0.0,0.6973618,0.90101457
9880,Ip9PinRyykLQu7T8bn4DZQ,-1.312240992242617,36.80629908321077,2021.0,8.0,i/P/,0.0,0.0,0.0,0.6171528
120105,Ip9nlbQBCMO2SMfOfjIQJg,-1.253024855483113,36.72621344686353,2021.0,10.0,i/P/,0.0,0.0,0.0,0.0
35247,IpABlo4g-oMw8kw7jBL3yQ,-1.259910758189148,36.85738025599198,2021.0,7.0,i/P/,0.0,0.0,0.0,0.0
122759,IpAW7s1MbJ0Pl9-ghQ7UYg,-1.262599618307832,36.97771554692203,2021.0,10.0,i/P/,0.0,0.0,0.0,0.0
75465,IpCH8DMOZw5oLxttW378ew,-1.241621571472558,36.68464799387412,2021.0,10.0,i/P/,0.0,0.0,0.0,0.0
55014,IpCMEfj0uVM64D96aEUHOA,-1.295397838209218,36.88632378234692,2021.0,7.0,i/P/,0.0,0.0,0.0,0.0
102167,IpERDytvg1xmumyVtfawIA,-1.300945334903868,36.83059375856632,2018.0,4.0,i/P/,0.0,0.75869435,0.0,0.0
8753,IpERDytvg1xmumyVtfawIA,-1.300945334903868,36.83059375856632,2018.0,4.0,i/P/,0.0,0.75869435,0.0,0.0
68326,IpHJxbbHSfYFSMFsax3ztA,-1.293857577552671,36.98689948224758,2021.0,8.0,i/P/,0.0,0.0,0.0,0.7238264
13819,IpHoAncFeDk9HEqIuH0pxA,-1.259689441793941,36.88870649130981,2018.0,2.0,i/P/,0.0,0.7860251,0.72568566,0.0
37194,IpIaYPRv3xCiW5ehn4MwzQ,-1.285528164581807,36.88932626365237,2021.0,8.0,i/P/,0.0,0.7067217,0.0,0.0
85848,IpKHXXtoVjfZvioGaAVyYA,-1.257093746531813,36.91625028828825,2018.0,2.0,i/P/,0.0,0.0,0.0,0.0
36132,IpKvyXTYCH8_Vql_VhY2tA,-1.173975906087828,36.9065743039374,2021.0,9.0,i/P/,0.0,0.78676635,0.0,0.0
65845,IpKwOWZSq5tULehbJG90hQ,-1.256630130774889,36.66008065990818,2021.0,8.0,i/P/,0.0,0.0,0.0,0.0
78121,IpOVJxrn_4DLB8vlkoDI3Q,-1.292908461104591,36.70075783109596,2021.0,8.0,i/P/,0.0,0.0,0.0,0.0
78110,IpOVJxrn_4DLB8vlkoDI3Q,-1.292908461104591,36.70075783109596,2021.0,8.0,i/P/,0.0,0.0,0.0,0.0
19089,IpSLidGgV2trP-oSSvYsLg,-1.146139705571176,36.83576537660444,2022.0,6.0,i/P/,0.0,0.0,0.0,0.0
49833,IpTa97_Rh7wO56aDpIsjMQ,-1.267742258412109,37.04784640164292,2018.0,2.0,i/P/,0.0,0.0,0.0,0.7403847
56730,IpUMSlteHbLm3PnG1qahwQ,-1.289322233127706,36.78604514239366,2021.0,8.0,i/P/,0.0,0.0,0.0,0.0
82973,IpVSyCRUG21Vji_qkWxYKg,-1.362853090288433,36.65484145863186,2018.0,4.0,i/P/,0.0,0.0,0.0,0.0
82136,IpWRVQ6LBbasOiEI-3JL2g,-1.217353787755882,36.7692075035863,2021.0,9.0,i/P/,0.0,0.0,0.0,0.0
23678,IpZqpsTtflR_TTKsWngtxg,-1.286286030333441,36.88841482227267,2021.0,8.0,i/P/,0.6523576,0.8331327,0.6835278,0.0
18549,Ipbo_bvV5yxwp5gW3iF8Kg,-1.213614778803809,36.93193127079838,2021.0,9.0,i/P/,0.0,0.0,0.0,0.65981394
44558,Ipcbvx9tk1EoLMAk7rDJ-w,-1.169996743100979,36.94637697442116,2022.0,4.0,i/P/,0.6107511,0.0,0.0,0.0
123123,Ipf0BKhWwFuURPNRR06u8A,-1.339443416556996,36.77172658340665,2021.0,8.0,i/P/,0.0,0.0,0.0,0.0
83747,IpfRkCTCguOIbO_L2TDWmg,-1.205949148263675,36.92863754703119,2021.0,9.0,i/P/,0.0,0.8453542,0.0,0.0
75758,Ipi7qO-c2j-Fp5mM6ppYJw,-1.275094524348609,36.95121057161152,2021.0,8.0,i/P/,0.0,0.0,0.7810571,0.0
77536,Ipi7qO-c2j-Fp5mM6ppYJw,-1.275094524348609,36.95121057161152,2021.0,8.0,i/P/,0.0,0.0,0.7810571,0.0
71018,IpmXVSe1g4TOdSTnjoZZiw,-1.20843724813,36.95850119938825,2021.0,9.0,i/P/,0.0,0.0,0.0,0.0
28235,IpnLLaOlIhRGp2RI0g9Q2Q,-1.224324260889762,36.90766282256259,2021.0,7.0,i/P/,0.0,0.0,0.0,0.0
61090,Ipp1EKX73v68uB7jGnO9IQ,-1.259755339161594,37.02496675125678,2018.0,2.0,i/P/,0.0,0.622392,0.85230577,0.0
50261,IppjJ8VEJh28oXcU4rn27w,-1.257279059177113,36.8430431684223,2021.0,7.0,i/P/,0.0,0.0,0.0,0.0
5710,IpqHT5xex5u6yt8kEaY4cw,-1.291790231578753,36.85543144240336,2018.0,1.0,i/P/,0.0,0.0,0.0,0.0
23114,IpswY3CuS4srmM7d2v0ATw,-1.261267560185665,36.92530520465998,2018.0,2.0,i/P/,0.0,0.0,0.0,0.0
116553,IpupgpqVjOeSIqwSNxOjtg,-1.3288314373625,36.80418245986396,2017.0,12.0,i/P/,0.0,0.0,0.0,0.0
40919,Ipx931x0HC6WPq1z7yTrMA,-1.214266287247914,36.90735514764549,2018.0,2.0,i/P/,0.0,0.0,0.0,0.0
70819,IpxenBTjuj0hVIcFkRAZyg,-1.253187827310403,36.99795498087973,2018.0,2.0,i/P/,0.0,0.0,0.0,0.0
87824,IpzpcA1JaQEzamAzFQ5Vrg,-1.254652272735956,36.89667950608673,2018.0,2.0,i/P/,0.0,0.6534051,0.6258961,0.0
54024,Iq-uAs5GO9f3dj1fTURgzQ,-1.325846074335525,36.72477046780494,2021.0,9.0,i/Q/,0.0,0.0,0.0,0.0
25531,Iq2_2xU9Hc_etK4HMw2MWg,-1.244919317301642,36.67668575899154,2021.0,8.0,i/Q/,0.60534996,0.0,0.0,0.0
124232,Iq3x3JYvRAm191WIVwPLvg,-1.294252804018027,36.81135500582399,2021.0,9.0,i/Q/,0.0,0.0,0.0,0.0
75902,Iq7jWdrq8ggxUPs0KsRdWg,-1.360307577217767,36.93466016668675,2018.0,4.0,i/Q/,0.0,0.0,0.0,0.0
65030,Iq9SB9g_-pZu_Gb8ceMDkw,-1.194898974052546,36.90771598865753,2021.0,9.0,i/Q/,0.0,0.0,0.0,0.8213097
31084,IqA1WIc9bTNpffI7Uxc86A,-1.186198697010626,36.73624460076061,2022.0,2.0,i/Q/,0.0,0.0,0.0,0.0
33584,IqAZcd7RlhxXhPBmoHqPkw,-1.271224838901658,36.91827894992722,2018.0,2.0,i/Q/,0.0,0.0,0.0,0.0
84327,IqAZcd7RlhxXhPBmoHqPkw,-1.271224838901658,36.91827894992722,2018.0,2.0,i/Q/,0.0,0.0,0.0,0.0
83306,IqAgMZWx7PmpvyisJynS2g,-1.212265980751556,36.92854330253793,2021.0,9.0,i/Q/,0.0,0.0,0.0,0.0
21350,IqErEr10aKapogLlA4huBg,-1.16861417569136,36.76345051829855,2022.0,2.0,i/Q/,0.0,0.0,0.0,0.0
21046,IqGoNa9h_3HOGI9r6mk2fw,-1.300300036472446,36.75205976906365,2018.0,1.0,i/Q/,0.0,0.7394746,0.0,0.0
42670,IqI6-0--B8EAKF4N-FyvPA,-1.298224409636077,36.80161378921109,2021.0,8.0,i/Q/,0.0,0.0,0.0,0.0
33857,IqOdEcrtzSyvwbhXF2ViPQ,-1.213410202251888,36.76126311984579,2022.0,2.0,i/Q/,0.0,0.0,0.0,0.0
61367,IqOmfO0sUgPmHkIQpqdNiA,-1.257889197047143,37.02980743187673,2018.0,2.0,i/Q/,0.0,0.0,0.0,0.0
82644,IqQGrgP1QEXdjdMeW7qhnA,-1.226418392633404,36.86369810994155,2021.0,7.0,i/Q/,0.0,0.0,0.0,0.0
62936,IqSX8shjVdfOtgNFkhnTcQ,-1.433478814928226,36.9656616515802,2021.0,10.0,i/Q/,0.0,0.78678536,0.0,0.0
103286,IqSxm0pK3ibxoXmrfYbPxA,-1.271249050347641,36.99659615199224,2018.0,2.0,i/Q/,0.0,0.0,0.0,0.65631986
92932,IqUhylau0RJhsUo0Kwsp7Q,-1.230060996476684,36.8446694272586,2018.0,1.0,i/Q/,0.74635434,0.0,0.0,0.64769566
72572,IqZmuamXHrqqH_ZaqKG33w,-1.27824841343012,36.9688805848314,2018.0,2.0,i/Q/,0.0,0.7582406,0.0,0.8285927
64488,Iq_8fccSN-dUFeg4nxoAPg,-1.244881904566595,36.68164509641393,2021.0,8.0,i/Q/,0.0,0.7868881,0.0,0.0
121480,Iq_e5H--PlDY6eQWXDB7cQ,-1.246490933511676,36.88225536190699,2018.0,2.0,i/Q/,0.7981643,0.0,0.0,0.870645
69062,Iq_qcXwZFPl95ZEpxbw5Ww,-1.157032552843908,36.82952315408205,2022.0,2.0,i/Q/,0.0,0.0,0.0,0.0
89952,IqbFPw51b9w8Apjgu7qCGQ,-1.309833861497297,36.86245550084001,2018.0,1.0,i/Q/,0.0,0.0,0.0,0.0
27782,IqbGt72mTwlCJQU46XLx0Q,-1.477243483088595,36.95451057735642,2021.0,9.0,i/Q/,0.0,0.0,0.0,0.0
36876,IqbW20bJPYYa6zMlPyc9cQ,-1.252636737604616,36.68909455176433,2021.0,8.0,i/Q/,0.0,0.0,0.0,0.0
35787,IqfuUl5u4_KNL3NeUPymyQ,-1.377192292740359,36.73695282451635,2021.0,7.0,i/Q/,0.0,0.0,0.0,0.0
37393,IqgA63kXQ-C0q3Cz0jswaw,-1.31146752568501,36.85001339410807,2021.0,7.0,i/Q/,0.0,0.0,0.0,0.0
79671,Iqkpp5eqsiX2tifowJSi9w,-1.265735423826994,37.08936377257579,2018.0,2.0,i/Q/,0.8414255,0.0,0.0,0.0
38224,IqmpDfmwHaycBmIzp0QQig,-1.254804008581113,37.00531116312432,2018.0,2.0,i/Q/,0.0,0.6017195,0.0,0.0
16558,IqnA1BHe9NVtX_wCCGKDIg,-1.284337749708965,36.77314481247458,2017.0,12.0,i/Q/,0.0,0.0,0.63308626,0.0
10370,IqpNMD54HCIY3H71OeLJyw,-1.311696243093556,36.78817485847607,2021.0,7.0,i/Q/,0.0,0.6959873,0.0,0.0
119696,IqpNMD54HCIY3H71OeLJyw,-1.311696243093556,36.78817485847607,2021.0,7.0,i/Q/,0.0,0.6959873,0.0,0.0
89690,Iqt1TMjQj6Utjkd6Jv98Jw,-1.261958882926658,36.88308849912239,2021.0,8.0,i/Q/,0.0,0.0,0.0,0.0
