panoid,lat,lon,year,month,img_path,angle,type,img_name
IMG_7341,-1.289561111111111,36.79811111111111,2023,2,Used/,,Self,IMG_7341
IMG_7369,-1.2952388888888888,36.80261111111111,2023,2,Used/,,Self,IMG_7369
IMG_8728,-1.0142083333333334,36.60087777777778,2023,2,Used/,,Self,IMG_8728
IMG_7396,-1.2983694444444442,36.80086388888888,2023,2,Used/,,Self,IMG_7396
IMG_7382,-1.2979833333333333,36.803177777777776,2023,2,Used/,,Self,IMG_7382
IMG_8099,-1.3151555555555556,36.83177222222223,2023,2,Used/,,Self,IMG_8099
IMG_8112,-1.3219944444444445,36.84287777777778,2023,2,Used/,,Self,IMG_8112
IMG_7221,-1.279758333333333,36.80706388888888,2023,2,Used/,,Self,IMG_7221
IMG_8674,-1.2940277777777776,36.68714722222222,2023,2,Used/,,Self,IMG_8674
IMG_8660,-1.3099694444444443,36.72677222222222,2023,2,Used/,,Self,IMG_8660
IMG_8106,-1.3182055555555556,36.83624722222223,2023,2,Used/,,Self,IMG_8106
IMG_7235,-1.2787722222222222,36.80389722222222,2023,2,Used/,,Self,IMG_7235
IMG_8648,-1.3055694444444446,36.74336944444445,2023,2,Used/,,Self,IMG_8648
IMG_7209,-1.2850555555555554,36.80528888888889,2023,2,Used/,,Self,IMG_7209
IMG_7745,-1.3147777777777778,36.87201944444445,2023,2,Used/,,Self,IMG_7745
IMG_8476,-1.2795944444444445,37.04749722222222,2023,2,Used/,,Self,IMG_8476
IMG_7023,-1.3294638888888888,36.78012222222222,2023,2,Used/,,Self,IMG_7023
IMG_8310,-1.264325,36.98356111111112,2023,2,Used/,,Self,IMG_8310
IMG_7037,-1.3153472222222222,36.78927222222222,2023,2,Used/,,Self,IMG_7037
IMG_8304,-1.2649694444444444,36.98187222222222,2023,2,Used/,,Self,IMG_8304
IMG_0758,-1.3419166666666666,36.761744444444446,2023,2,Used/,,Self,IMG_0758
IMG_6329,-1.2333527777777775,36.80323055555555,2023,2,Used/,,Self,IMG_6329
IMG_8462,-1.2824027777777778,37.062172222222216,2023,2,Used/,,Self,IMG_8462
IMG_6467,-1.3067944444444446,36.78308055555556,2023,2,Used/,,Self,IMG_6467
IMG_0770,-1.345636111111111,36.76572777777778,2023,2,Used/,,Self,IMG_0770
IMG_6301,-1.2523944444444444,36.82873611111111,2023,2,Used/,,Self,IMG_6301
IMG_8338,-1.2674527777777778,36.99066111111111,2023,2,Used/,,Self,IMG_8338
IMG_0764,-1.342375,36.76694444444444,2023,2,Used/,,Self,IMG_0764
IMG_6315,-1.2343055555555555,36.803475,2023,2,Used/,,Self,IMG_6315
IMG_6473,-1.306361111111111,36.783763888888885,2023,2,Used/,,Self,IMG_6473
IMG_6498,-1.3062305555555556,36.78696388888888,2023,2,Used/,,Self,IMG_6498
IMG_7792,-1.3132666666666668,36.87263611111111,2023,2,Used/,,Self,IMG_7792
IMG_8489,-1.2784027777777778,37.035980555555554,2023,2,Used/,,Self,IMG_8489
IMG_6488,-1.305863888888889,36.785675,2023,2,Used/,,Self,IMG_6488
IMG_7796,-1.3132805555555556,36.87255277777778,2023,2,Used/,,Self,IMG_7796
IMG_8499,-1.277425,37.025241666666666,2023,2,Used/,,Self,IMG_8499
IMG_8466,-1.282722222222222,37.06497222222222,2023,2,Used/,,Self,IMG_8466
IMG_8300,-1.2657027777777778,36.98136388888889,2023,2,Used/,,Self,IMG_8300
IMG_7033,-1.316838888888889,36.788802777777775,2023,2,Used/,,Self,IMG_7033
IMG_6339,-1.225552777777778,36.79038055555555,2023,2,Used/,,Self,IMG_6339
IMG_8314,-1.2646277777777777,36.98461111111112,2023,2,Used/,,Self,IMG_8314
IMG_7027,-1.3267361111111111,36.78028888888889,2023,2,Used/,,Self,IMG_7027
IMG_0748,-1.3410444444444445,36.754925,2023,2,Used/,,Self,IMG_0748
IMG_8472,-1.279972222222222,37.05097222222222,2023,2,Used/,,Self,IMG_8472
IMG_7741,-1.314488888888889,36.87160833333333,2023,2,Used/,,Self,IMG_7741
IMG_6477,-1.306075,36.78434722222222,2023,2,Used/,,Self,IMG_6477
IMG_0760,-1.3420999999999998,36.763375,2023,2,Used/,,Self,IMG_0760
IMG_6305,-1.2498361111111111,36.82121388888889,2023,2,Used/,,Self,IMG_6305
IMG_8328,-1.2659277777777778,36.98807777777778,2023,2,Used/,,Self,IMG_8328
IMG_0774,-1.3478638888888888,36.76494722222222,2023,2,Used/,,Self,IMG_0774
