panoid,lat,lon,year,month,ang_0,ang_90,ang_180,ang_270,img_path
dBm3Ae5iqPFkIVEjC4K4VA,-1.347622853467143,36.66218707066067,2018.0,4.0,0.0,0.0,0.0,0.0,d/B/
dBmqrlbcbh7X6LZasi3ArA,-1.180624001615328,36.90452792397596,2021.0,9.0,0.0,0.0,0.0,0.0,d/B/
dBndazJhZ3gp4bHoheS0ng,-1.236822134664343,36.92917381147474,2018.0,2.0,0.0,0.0,0.26215318,0.0,d/B/
dBrc3KsV5PO5Qkab2tOLsQ,-1.257827017196059,36.68204316895229,2021.0,8.0,0.0,0.0,0.0,0.2704136,d/B/
dBt_D34jpKBRhSRpdLyMnw,-1.263744230018227,36.99484197806936,2018.0,2.0,0.25607032,0.0,0.0,0.0,d/B/
dBzOZkhZs6SNVJTKFA78jg,-1.278437029731833,36.82778255703398,2021.0,8.0,0.0,0.0,0.0,0.0,d/B/
dC1a9_vNQN0ruX3DddbrsA,-1.254975131540818,36.87891336165343,2022.0,6.0,0.0,0.0,0.2571571,0.0,d/C/
dC61iaiQeUE0CpWzffNYAA,-1.305582548797165,36.80047768905212,2018.0,3.0,0.0,0.0,0.0,0.0,d/C/
dC6ptwrpbLCnqlZL5Geqaw,-1.206849872454407,36.97262351801216,2021.0,9.0,0.0,0.0,0.0,0.0,d/C/
dCA6mqfwUoD77pA8-vnliA,-1.310754188284462,36.78581306003952,2018.0,3.0,0.0,0.0,0.0,0.0,d/C/
dCARMUhI-vZWnN5TQkFyuA,-1.276000643238058,36.77206030614762,2021.0,7.0,0.0,0.0,0.0,0.0,d/C/
dCC1dBfwF5Coz8ccw-Kpqg,-1.187155151199714,36.88754661993747,2021.0,9.0,0.0,0.0,0.0,0.0,d/C/
dCEHbd4C4nfIV_6i8EpO6A,-1.281255546154526,36.82078386157158,2021.0,8.0,0.0,0.0,0.0,0.0,d/C/
dCK4l_DOUgn1Yf5CTaTMJQ,-1.233505524185417,36.93646819285188,2022.0,2.0,0.0,0.0,0.0,0.0,d/C/
dCKuPy4psglTMW0JxMfqhg,-1.26057892347622,37.07768467573359,2018.0,2.0,0.0,0.0,0.0,0.0,d/C/
dCNPjyStClds-rB_m5dVzw,-1.273097338949887,37.05106743846044,2018.0,2.0,0.0,0.0,0.0,0.0,d/C/
dCNWc4VUYiqwzOtgE2FBAQ,-1.292159684804213,36.90149307870686,2018.0,4.0,0.0,0.0,0.0,0.0,d/C/
dCNatULPMJ17uqhTZCcnNw,-1.258776802433178,36.99058854984965,2018.0,2.0,0.0,0.0,0.0,0.0,d/C/
dCRhVopkDiR1tFk-TcXaPw,-1.202297560431137,36.92291826982468,2018.0,2.0,0.0,0.0,0.0,0.0,d/C/
dCS_IWq3u2ktElxzBfwCTg,-1.275246521779874,36.97917259533229,2021.0,9.0,0.0,0.0,0.0,0.0,d/C/
dCSr2rMTC1WbL-YIPmN8NQ,-1.162935942207838,36.94649653489559,2021.0,12.0,0.0,0.0,0.0,0.5923599,d/C/
dCUQx7SzZs751JvCHih1_w,-1.305823170011652,36.80448958023278,2021.0,8.0,0.0,0.0,0.0,0.0,d/C/
dCWbpYVkGjKsGMJR4f_vcg,-1.204494796256415,36.92500654470881,2021.0,9.0,0.0,0.0,0.0,0.0,d/C/
dCXc4qpTQuR4RWP3IHugaA,-1.26459474386125,36.9965342821452,2018.0,2.0,0.0,0.0,0.0,0.0,d/C/
dCY5ttaIC69hjsZMuYGmiw,-1.202609698554018,36.78523104294549,2021.0,8.0,0.0,0.0,0.0,0.28601623,d/C/
dCYs9CzVAYpBXeCZZDf0Tg,-1.263168009391676,37.00952063619695,2018.0,2.0,0.0,0.0,0.0,0.0,d/C/
dCZdVpYJ_89zx_EMT0iV_Q,-1.293686186601552,36.78175552816782,2018.0,3.0,0.0,0.0,0.0,0.0,d/C/
dCbgXQ8NGK9lFdZRo9ilVg,-1.298687101394664,36.79844561447779,2021.0,8.0,0.0,0.0,0.3265581,0.47310364,d/C/
dCdf4IlSQfh7j5KYi8xOnw,-1.216933038150398,36.89165627200445,2021.0,9.0,0.0,0.0,0.0,0.0,d/C/
dCgJ3RRc9m6aTbVR8N-WhQ,-1.306478039904437,36.82716933011506,2018.0,1.0,0.0,0.0,0.0,0.0,d/C/
dCkF_BK3BGe7i6p0wsiwNg,-1.166592575034618,36.81598423172004,2018.0,5.0,0.0,0.0,0.0,0.0,d/C/
dClqPPpx--q5NdBwJNFZ4A,-1.220829480606821,36.70924318176558,2021.0,8.0,0.0,0.0,0.0,0.0,d/C/
dCoqhLUIH41W9_2wK8HMBg,-1.234891226273744,36.87265813212407,2018.0,2.0,0.0,0.2603226,0.0,0.0,d/C/
dCp31jtF1Pajl6qPqtBCdA,-1.284020671466973,37.03874983559023,2018.0,2.0,0.0,0.0,0.0,0.0,d/C/
dCqUKTmf6t2XSV6Ixzs91g,-1.284585246224567,36.65336490576848,2021.0,8.0,0.0,0.0,0.0,0.0,d/C/
dCqybMuBIhFQV-Vl2bxj8g,-1.324657065239158,36.75765674739805,2021.0,10.0,0.0,0.0,0.0,0.0,d/C/
dCsLSW6QcKG4PWlEQg5Dhw,-1.203168488025193,36.92954742257487,2021.0,9.0,0.0,0.0,0.27475235,0.0,d/C/
dCxcWdw76Zq1uLc41kNZDA,-1.30934778573815,36.80483342535917,2021.0,8.0,0.0,0.0,0.0,0.0,d/C/
dCyEDFFoqS81pbxV-FhI7w,-1.318920213241257,36.84369945736142,2018.0,1.0,0.0,0.0,0.0,0.0,d/C/
dD-5UgH9MpGzWFvtV4KSMA,-1.303326320196368,36.86204402972484,2021.0,8.0,0.0,0.0,0.5039286,0.35329577,d/d/
dD2l4Jm3ddjFlWU2kHbE_w,-1.256962718405551,36.99546675269057,2018.0,2.0,0.0,0.0,0.0,0.0,d/d/
dD45rirJ16sLOmHTOlf8yg,-1.261933457210632,36.74224488091843,2017.0,12.0,0.0,0.37681478,0.0,0.0,d/d/
dD6tgQS2s6dXVKpGfUKXhw,-1.229961540778226,36.68519508441725,2021.0,12.0,0.0,0.0,0.0,0.0,d/d/
dD8rIWNuit-DcWw5WnPYKA,-1.316163486150956,36.9106796093343,2018.0,2.0,0.0,0.0,0.3684526,0.0,d/d/
dDEStgDgN16x7kk3c6yYBQ,-1.27554111869417,36.95989328661948,2021.0,8.0,0.0,0.0,0.26024872,0.0,d/d/
dDF4xbWxmkNIR13w_XrXkA,-1.278428464150513,36.72518459513389,2021.0,8.0,0.25453633,0.4313084,0.57555294,0.0,d/d/
dDI6EepDCuwF1VsR46GKVA,-1.475605479216531,36.93943253742898,2022.0,3.0,0.0,0.0,0.0,0.0,d/d/
dDIPOJTYdiuTokVIPVDMMQ,-1.388368168400564,36.75247538857565,2022.0,2.0,0.0,0.0,0.0,0.0,d/d/
dDIgvL5je2_X4L6OfQsMKQ,-1.231480601409525,36.91977696841845,2021.0,9.0,0.26476955,0.0,0.0,0.0,d/d/
dDLMMoHSBIQbjnNKcT2HxA,-1.188061618314812,36.91017331962406,2018.0,2.0,0.0,0.0,0.0,0.44303906,d/d/
dDPzTuibh3cJxZ1wUrfGVw,-1.177017396149193,36.98142434022905,2022.0,6.0,0.0,0.0,0.0,0.0,d/d/
dDUNl1ID9lpV0yODZTsm2w,-1.265100610707533,36.65988983861457,2021.0,10.0,0.0,0.0,0.0,0.0,d/d/
dDY5omhleEwXXn7EfPh7BA,-1.298106180962107,36.81831845092037,2021.0,9.0,0.0,0.36003375,0.0,0.0,d/d/
dDexJ7sjPaQ3AU2BMkLxEQ,-1.282726773930114,37.00967671697389,2018.0,2.0,0.0,0.0,0.0,0.0,d/d/
dDhZGQbhBYJVwr9cWv-POA,-1.287007184894258,36.86145727713077,2018.0,2.0,0.0,0.0,0.0,0.0,d/d/
dDiqwqj9VhnM7bcm0XeSYg,-1.292657698950765,36.83709507815302,2017.0,12.0,0.0,0.0,0.0,0.0,d/d/
dDjdh2RzqHyRBzTD-S6JrA,-1.281082536010205,36.78474977824767,2021.0,7.0,0.0,0.0,0.25077382,0.0,d/d/
dDnWoh_7XZhcZ0Tc2p7SkQ,-1.346805820745155,36.67645333468055,2018.0,4.0,0.0,0.5134862,0.0,0.0,d/d/
dDs39evUt9qQqnRCUG4hAg,-1.290373043529755,36.88582741937604,2018.0,1.0,0.4810756,0.0,0.0,0.2713154,d/d/
dDsPAGWI2iTeV_r7OIjUfw,-1.297333678169773,36.8661268674271,2021.0,8.0,0.0,0.0,0.0,0.0,d/d/
dDt8kdki31sx00Pau7eilA,-1.266936487581669,36.8400630241365,2018.0,2.0,0.0,0.0,0.0,0.35347703,d/d/
dDuOuRByIdx1mg8LxuyG9w,-1.268372386258358,36.88329081108869,2021.0,8.0,0.3250881,0.27516752,0.0,0.0,d/d/
dDuUN96K229c1dgil0Qw2A,-1.252028516585769,36.99686051183344,2021.0,7.0,0.0,0.0,0.0,0.0,d/d/
dE0li6tmiDN89GLDONAo6A,-1.260837909822731,37.00172747895812,2018.0,2.0,0.0,0.0,0.0,0.0,d/e/
dE12lEBOc7rrX6mKGLcp4Q,-1.164679572048618,36.9736525266551,2022.0,2.0,0.0,0.0,0.0,0.0,d/e/
dE2oEGKphhpf2zb1wq4Y_w,-1.181314435004411,36.88379096655758,2021.0,9.0,0.0,0.0,0.0,0.0,d/e/
dE64euhQCyTdV5_Cv3NqnQ,-1.249919044442315,36.86171646029312,2021.0,7.0,0.0,0.0,0.0,0.0,d/e/
dE6nmE-_zeT8CYZcl1W4LA,-1.269203391153393,37.00806280101538,2018.0,2.0,0.0,0.0,0.0,0.0,d/e/
dEAE2H_3SPVSQ70OvBTVBw,-1.28199716192307,37.0152168354022,2018.0,2.0,0.0,0.0,0.0,0.33731556,d/e/
dEApPpTg6oa6Gb4aYrsrHg,-1.161138508626584,36.95457297477852,2021.0,12.0,0.2578125,0.0,0.0,0.0,d/e/
dEBTI8auig6l9MikGIva2g,-1.239395312426888,36.72726482007928,2021.0,8.0,0.0,0.0,0.27902892,0.34406918,d/e/
dEJiUKkbj-GVHIBOLv8Dng,-1.36592471366865,36.93522427236054,2021.0,8.0,0.0,0.0,0.0,0.0,d/e/
dEMZAM6IPBcJIB9m962NsA,-1.307968380528619,36.79939267943383,2018.0,3.0,0.0,0.0,0.0,0.0,d/e/
dEPIES2oFCAjVzwQOiU6_A,-1.230054943414248,36.85952646931142,2021.0,7.0,0.3641597,0.0,0.0,0.0,d/e/
dERl3n9bZvcXmEAWz2c49Q,-1.324568616755098,36.89330706018416,2018.0,4.0,0.0,0.0,0.0,0.0,d/e/
dESihf-n-z92t_QgbrkTOg,-1.338906768716452,36.75108019686996,2021.0,7.0,0.40226203,0.0,0.0,0.416409,d/e/
dETxaG4buPZilXWMpcr2FA,-1.263613776727199,36.9936364199924,2018.0,2.0,0.0,0.0,0.0,0.41998488,d/e/
dEU6smqtUaYi0pSXHrJidw,-1.227255168398338,36.93157022087406,2018.0,2.0,0.0,0.0,0.0,0.0,d/e/
dEX0aH3tpQG_jm_QJJhtcg,-1.4715954210549,36.96630044874558,2021.0,9.0,0.0,0.0,0.0,0.0,d/e/
dEXAQ_YNUrX3paOjb4QZjw,-1.291257477904264,36.75211370517931,2021.0,7.0,0.0,0.0,0.0,0.0,d/e/
dEYct41GG6U_IzbEgfSfNg,-1.294849266166698,37.06421975816032,2018.0,2.0,0.0,0.0,0.0,0.0,d/e/
dEYxELOvoDMUdlObNyctvg,-1.228928656038305,36.91995030377755,2021.0,7.0,0.0,0.0,0.0,0.0,d/e/
dEZmneMU-mQwFkQxsijAeA,-1.243834987047832,36.69774932980058,2021.0,7.0,0.0,0.0,0.0,0.0,d/e/
dEaqQBSGXfCO035dzaE3KQ,-1.268295595201414,36.95165311196042,2018.0,2.0,0.0,0.0,0.0,0.0,d/e/
dEiWi7zdTJ8Tv1fJ0DYSDg,-1.303867449556364,36.82281671812591,2021.0,7.0,0.0,0.0,0.0,0.0,d/e/
dEkefU7t8-GyAUeaw0326Q,-1.290616531512311,36.89949751361486,2021.0,8.0,0.0,0.0,0.0,0.0,d/e/
dEmSsubNee7xumApkj5QIQ,-1.21174858590762,36.89382191862271,2018.0,2.0,0.0,0.0,0.0,0.0,d/e/
dEnTuGl4ac1amK-waQ-oHA,-1.242688519129939,36.86864773193687,2021.0,12.0,0.31181487,0.0,0.0,0.0,d/e/
dEsNSvcIfMuluZ97dyq-Ag,-1.318248995671061,36.78844358541836,2021.0,7.0,0.0,0.0,0.0,0.0,d/e/
dEsRm1rfBzpm4aUCYVR8LA,-1.268099520666871,37.00525331558845,2018.0,2.0,0.0,0.0,0.0,0.0,d/e/
dEtitI_coNGKVjlO8wUZpA,-1.223323865628889,36.92466375278402,2021.0,9.0,0.0,0.0,0.0,0.0,d/e/
dEuJ3P9P5vuOQ6zQZJCmOg,-1.283761558816956,37.02508225114267,2018.0,2.0,0.0,0.0,0.0,0.0,d/e/
dEw7X05cBZyuKFzWQIqAag,-1.26061434064702,36.95201660474503,2018.0,2.0,0.0,0.0,0.0,0.0,d/e/
dEx7BYaGLaW1SlwnthOSgg,-1.301114632889658,36.83753132607109,2021.0,8.0,0.0,0.0,0.0,0.0,d/e/
dEx9Gw57Woks9hQq9f38hA,-1.192678795738595,36.90278343866781,2018.0,2.0,0.0,0.0,0.0,0.0,d/e/
dF2vwuZSZutcG1Dj8AGSPQ,-1.286500166267018,36.74188331210819,2017.0,12.0,0.0,0.29128668,0.27160183,0.36415547,d/f/
dF3Mi5GaxSFROLch7lOQMA,-1.207507617855029,36.92960418176739,2021.0,9.0,0.6216065,0.0,0.0,0.0,d/f/
dF6oW4npqKt0eJdyOYQYrg,-1.212024698338743,36.88369165798078,2021.0,7.0,0.31371915,0.0,0.0,0.0,d/f/
dF8pUBF4Iiar37wA-To8Yg,-1.297084521546336,36.76094817453104,2018.0,1.0,0.0,0.0,0.0,0.26912612,d/f/
dFAZv9Z01b2ZlnRAebRjJQ,-1.395826817981733,36.76257944688462,2018.0,7.0,0.0,0.25188413,0.0,0.0,d/f/
dFML9hH6qbYfymUF4uf0vQ,-1.363010358847949,36.9333809478852,2018.0,4.0,0.0,0.0,0.0,0.0,d/f/
dFOI_eu3dRqgbhSr0io1BQ,-1.299387338211445,36.80992765057167,2018.0,3.0,0.27191266,0.0,0.0,0.0,d/f/
dFPj7-t97oClXAoicWbl3A,-1.281429939779788,36.8072235361187,2021.0,9.0,0.28256163,0.0,0.0,0.0,d/f/
dFVpGh8IiU2hEB0F6VzNWQ,-1.294926528258777,36.813405045224,2022.0,4.0,0.0,0.0,0.51860094,0.0,d/f/
dFXbKJ0gTz4qXS56MExJmA,-1.23726697341269,36.69971307667038,2021.0,8.0,0.0,0.0,0.0,0.0,d/f/
dFXpbR0IqWZXoWKeEF_rIg,-1.261391345957207,37.02397582023605,2018.0,2.0,0.0,0.0,0.0,0.0,d/f/
dFbj4Z4r9wo9toQ34BZRng,-1.273210587943179,36.88704320724887,2018.0,2.0,0.0,0.0,0.0,0.0,d/f/
dFcJ48qEx3iZPyr2ArUZtg,-1.370514896925031,36.66635246530888,2018.0,5.0,0.44713634,0.0,0.0,0.0,d/f/
dFf4g3QM4vSFlTEmRRvBSQ,-1.279295245057689,36.89816081570677,2021.0,7.0,0.45143905,0.45736584,0.0,0.0,d/f/
dFiLTIqtBqh5PMUO-RXkxQ,-1.226418775906018,36.70694122969979,2021.0,10.0,0.0,0.0,0.25800434,0.0,d/f/
dFpbBuoApUsftxpMTtTNng,-1.219122434067829,36.87689173807163,2018.0,2.0,0.0,0.5589239,0.0,0.0,d/f/
dFqlwv3DnOp0iEiLe8-WgA,-1.31349355675315,36.77981367584331,2018.0,1.0,0.0,0.0,0.38067606,0.0,d/f/
dFx7AIj8zPDC6ZpqeYJTZA,-1.142475481533932,36.80728630516449,2021.0,11.0,0.0,0.0,0.0,0.0,d/f/
dFxRnY7f1YbOvMysa1kbsw,-1.156894536479564,36.92970022937595,2021.0,12.0,0.47205403,0.0,0.0,0.41338187,d/f/
dG0BVsIUNC5dsnemfPw_qQ,-1.23352894248874,36.85964699234614,2018.0,2.0,0.0,0.0,0.0,0.0,d/g/
dG1PZ17G87rm1vhdY6H1Ow,-1.233594603052388,37.04785254332605,2018.0,2.0,0.0,0.0,0.0,0.0,d/g/
dG9QX171KvtKd3VB6h1GIA,-1.19451849191811,36.74266573591428,2021.0,12.0,0.0,0.0,0.0,0.0,d/g/
dGAikP2-ZVS5ln36Z3skPg,-1.264089603020225,36.98643002717095,2018.0,2.0,0.0,0.0,0.0,0.0,d/g/
dGB1ICQFCnFhcnT0AQCAjw,-1.239642886364873,36.68623592789791,2021.0,10.0,0.0,0.30797002,0.0,0.0,d/g/
dGBxA-88oIOf3vUTfBUilw,-1.381846677686406,36.71910997539589,2018.0,1.0,0.0,0.0,0.0,0.0,d/g/
dGEQ2gBQNB0UZ-ihZDoPsQ,-1.224277639699289,36.92718113208121,2021.0,9.0,0.0,0.0,0.0,0.0,d/g/
dGEpP9hhmb3_PPensL_c7g,-1.270116349994599,36.79874445972732,2021.0,7.0,0.0,0.0,0.0,0.0,d/g/
dGGdZoJ85zcDsqbqxMMu5g,-1.219619644280471,36.83560235490778,2021.0,7.0,0.0,0.0,0.0,0.0,d/g/
dGMIhyDjHVkg4lpNyfnVwg,-1.359230464632519,36.83430138026348,2018.0,10.0,0.0,0.0,0.0,0.0,d/g/
dGMUDg4dGLVJwjrmCHTcuw,-1.282597915325246,36.73674279230504,2017.0,12.0,0.0,0.0,0.0,0.0,d/g/
dGNXmNlO4ekhEw6BN6od6A,-1.267675010262425,36.81209471562986,2021.0,7.0,0.27054834,0.0,0.0,0.0,d/g/
dGR0obwjnyJsPXqMO1Xb6w,-1.295822001450261,36.84415397837025,2018.0,1.0,0.47523215,0.0,0.0,0.0,d/g/
dGRcDmRoCS6_-6l8anT_gw,-1.221491510200552,36.82747323372559,2018.0,1.0,0.0,0.0,0.27765167,0.0,d/g/
dGUz4BB63gd9IwXXbGf8aw,-1.328992430767346,36.67188807476763,2018.0,5.0,0.0,0.0,0.27380896,0.5729685,d/g/
dGVGv8CsvPo_pC1MhFRRsg,-1.172883232670335,36.92023553101779,2018.0,2.0,0.0,0.0,0.0,0.0,d/g/
dGVMburlHm6iJ8K3N5GsOg,-1.460142211824859,36.94359078283978,2018.0,2.0,0.0,0.0,0.0,0.0,d/g/
dGW92jMTO1nu66u38zyxxg,-1.251192082123049,36.88809639780369,2018.0,2.0,0.0,0.0,0.0,0.0,d/g/
dGXoPtRXOv2mDVEO-VdE3Q,-1.347463637267259,36.74901971489693,2021.0,7.0,0.0,0.0,0.0,0.56951576,d/g/
dGZ0DkgXaFec0e2grOgkbA,-1.267155633561969,36.80817147448512,2017.0,12.0,0.0,0.0,0.43649277,0.0,d/g/
dGd32Wwrjxs-Eo2Tn2rEMw,-1.283744193942913,37.06317794662513,2018.0,2.0,0.0,0.0,0.0,0.0,d/g/
dGe-N4msQgX_zMxOXW7kLw,-1.212957949648438,36.77565923773852,2021.0,7.0,0.0,0.0,0.0,0.0,d/g/
dGeE9HNQqXhBNni0NrcORg,-1.297607338953121,36.74540674443002,2018.0,1.0,0.0,0.0,0.0,0.0,d/g/
dGeOvzvFpyG28xoStLY5cw,-1.296569886334864,36.69571353434434,2021.0,8.0,0.0,0.0,0.0,0.0,d/g/
dGf8DaOx3sNJpdu7gX4tjw,-1.391552798742664,36.75359199990809,2022.0,2.0,0.0,0.0,0.0,0.30312836,d/g/
dGmhzlI_iZ2N7fVlPkUy4w,-1.292619883887608,36.77845655982905,2017.0,12.0,0.33077332,0.0,0.32341552,0.48583692,d/g/
dGmoDjJPDVSKahWp48Yxmw,-1.211694553402941,36.71169593568793,2018.0,5.0,0.0,0.0,0.0,0.35924637,d/g/
dGpJgJEGXC4-PtewueEuuQ,-1.200034017695826,36.92750324211606,2021.0,9.0,0.0,0.0,0.0,0.0,d/g/
dGuxZloXbpjSykA91Onorw,-1.400431683240793,36.76030635935464,2022.0,2.0,0.0,0.0,0.0,0.0,d/g/
dGxydxwZgiYBlylRiOsaNw,-1.301997766548102,36.74608166133396,2018.0,1.0,0.0,0.0,0.0,0.3056123,d/g/
dH-rDwhIx7libsrrb1Z_fg,-1.266676815691081,36.88502369490954,2021.0,8.0,0.29440096,0.0,0.0,0.0,d/H/
dH1mB-n0vj5I7Rrhij3yzw,-1.472350023844793,36.94118722196611,2022.0,3.0,0.0,0.0,0.27202508,0.0,d/H/
dH2MBQu_dr9G_OJD3yl0ew,-1.270269828890374,36.66907694323941,2021.0,8.0,0.0,0.0,0.0,0.56846285,d/H/
dH2rejDaz1qVOzaOL4peYQ,-1.281413675019073,36.97116732264166,2021.0,7.0,0.0,0.0,0.0,0.0,d/H/
dH5NY5uOHW8fUwxQW_pSzw,-1.201035194166785,36.72554279079327,2022.0,2.0,0.33355722,0.0,0.0,0.0,d/H/
dH99eghiXa65192TfvUOtg,-1.35005475989567,36.76391408261284,2021.0,7.0,0.0,0.3777522,0.0,0.39472088,d/H/
dHAFNyZJbcKpMSNdqYIr5g,-1.216758745049654,36.73938262538488,2021.0,8.0,0.0,0.0,0.0,0.0,d/H/
dHAn024WqdCeJ_l9f7vIyQ,-1.316594572522561,36.77673481458814,2021.0,7.0,0.0,0.0,0.0,0.0,d/H/
dHBuSb7N1DjyQJVuQ2nvYw,-1.251636035931429,36.6877351185462,2021.0,8.0,0.25551695,0.0,0.0,0.0,d/H/
dHKSOH4Okux9iIFxOEcFYQ,-1.283684624255728,36.75953596005778,2017.0,12.0,0.0,0.0,0.0,0.0,d/H/
dHNYQSMBT_fuXPM7-zA3aA,-1.314831334590691,36.80863862008513,2018.0,1.0,0.0,0.0,0.0,0.0,d/H/
dHSQNSlUytpG1Kb71VNGsw,-1.255503990440625,36.82775159190725,2021.0,7.0,0.29464543,0.0,0.0,0.27628484,d/H/
dHT0qqLAS-OXK_0UXGm7Dw,-1.283093881405162,37.07345982864504,2018.0,2.0,0.0,0.0,0.0,0.0,d/H/
dHUvCJxAuqMCk6SLEHXBAQ,-1.292744713190474,36.77911268315971,2021.0,8.0,0.0,0.0,0.0,0.0,d/H/
dHXO-EjNp6umc-md9Xh_sw,-1.308695725554392,36.713494543072,2018.0,1.0,0.0,0.0,0.28015164,0.0,d/H/
dHXpFtR-OrHDuurlcP5Zpw,-1.265739669172646,36.67447901567341,2017.0,12.0,0.0,0.0,0.0,0.0,d/H/
dHYNOoOqwmBGFIytpM-ZOg,-1.297792592896256,36.86908871837599,2021.0,7.0,0.0,0.25067493,0.0,0.0,d/H/
dHYuDIOGcp6l_00nP1MUpw,-1.3220498836393,36.7876981328351,2018.0,3.0,0.0,0.0,0.0,0.0,d/H/
dHbajnLg6KQCf77YsTb46w,-1.198035841526727,36.90189538527942,2021.0,7.0,0.32573092,0.0,0.0,0.0,d/H/
dHceEOutRqgWEJagxcjHtA,-1.346986539908029,36.90391041324598,2022.0,5.0,0.0,0.0,0.0,0.0,d/H/
dHdfj5Uxjxndm3FXSgfRXw,-1.221764243609696,36.92030993437482,2018.0,2.0,0.0,0.0,0.0,0.0,d/H/
dHewpiF1AQsJ-cYGFYczjw,-1.275605645188365,36.88911617191863,2021.0,10.0,0.0,0.0,0.32058632,0.0,d/H/
dHfdtGaOTGz47CzH1ysAIQ,-1.264363755105636,36.73329452779257,2021.0,7.0,0.3078227,0.48613358,0.4936372,0.0,d/H/
dHgwDXv9DbFQbTtp7u_PPQ,-1.244732650983007,36.90523806309703,2018.0,2.0,0.33031517,0.0,0.0,0.0,d/H/
dHmWvUSMGCsGJ3BzEzay-w,-1.170525355245199,36.74011614695994,2022.0,2.0,0.0,0.0,0.0,0.0,d/H/
dHmXY4Xn2g2alwymg2bXtw,-1.201112326864513,36.93405135744749,2021.0,9.0,0.0,0.0,0.0,0.0,d/H/
dHnuaCrCur0X9KfUFe7qvQ,-1.22169426554291,36.88927718759022,2021.0,10.0,0.0,0.0,0.0,0.0,d/H/
dHsC4EuBO1VJbLqChXukHA,-1.199700137388252,36.8966833628479,2021.0,9.0,0.0,0.0,0.0,0.0,d/H/
dHuFyAjJ-UYMuemAEh3_Lw,-1.359312957995578,36.92692086745117,2021.0,8.0,0.0,0.0,0.0,0.0,d/H/
dHxdvjYD9T5BikLgBE1qnQ,-1.235993277410327,36.71636487043111,2021.0,8.0,0.0,0.0,0.0,0.0,d/H/
dHyxHMEMJtBGSQ0dLL771A,-1.215166131089797,36.85904609931546,2022.0,1.0,0.0,0.25131175,0.0,0.0,d/H/
dI3PorXfUri8BUGPTsSWoQ,-1.245709913938706,36.65608269545395,2021.0,8.0,0.0,0.0,0.0,0.0,d/i/
dI3lTNbCDiSJ6hyzPHCE-A,-1.284219488864462,36.70324089467626,2018.0,3.0,0.0,0.0,0.0,0.0,d/i/
dI57LBNUR21IPpg5LTOMAw,-1.284501282425854,36.82183389302239,2021.0,8.0,0.31476665,0.0,0.0,0.0,d/i/
dI67PDXpIzPbin3WdiEYzQ,-1.295046234689068,36.73952480743138,2018.0,1.0,0.0,0.0,0.0,0.0,d/i/
dI6d1oQFygWdqw6_5d3GNQ,-1.278002811389519,36.9891705760575,2018.0,2.0,0.0,0.0,0.30895507,0.0,d/i/
dI7Q7_qd0pvA7VHfmrm-vA,-1.289740357932869,36.73375844505916,2018.0,1.0,0.0,0.0,0.0,0.0,d/i/
dIB0K85n4woymvNvDuYBDw,-1.221826746857776,36.78062610893555,2018.0,2.0,0.0,0.35909688,0.0,0.0,d/i/
dIHDuNITUATDDTcCbj8QBg,-1.210799522236634,36.80140862364859,2018.0,2.0,0.29319224,0.0,0.3965842,0.53847253,d/i/
dIHI-opLREK2IHWkdDSczw,-1.253865695457411,36.79628718789811,2018.0,2.0,0.0,0.0,0.0,0.0,d/i/
dIIJgv9balhOIc-GqOpQcA,-1.244205811951038,36.88587198384722,2021.0,7.0,0.5922356,0.41682956,0.3759536,0.0,d/i/
dIKqv1YsvGaLxuB82Znstw,-1.289929633497944,36.90556273099887,2021.0,7.0,0.0,0.5672404,0.0,0.0,d/i/
dILyPZUjdKghx2KKol5Jzg,-1.287867088105366,36.74553658089513,2018.0,2.0,0.0,0.0,0.0,0.0,d/i/
dIMmdWZImdiXkOuiLVY6uA,-1.396496731638835,36.74643646716154,2018.0,1.0,0.0,0.29871333,0.0,0.0,d/i/
dIOklrLmcJ8BAHbkjB93uw,-1.364057213080235,36.94335780269047,2021.0,8.0,0.35047686,0.0,0.0,0.0,d/i/
dIPNWlt1MbEwoM7yYntOrg,-1.205460095516064,36.93958597969259,2021.0,9.0,0.0,0.26984614,0.31703922,0.0,d/i/
dIUGhmbQj0XtNWPeTESC7g,-1.210868512868132,36.71765682296426,2022.0,2.0,0.0,0.0,0.0,0.0,d/i/
dIUM-CtIbECOebK1FysmlA,-1.251029468216477,36.87553788404209,2018.0,2.0,0.0,0.0,0.0,0.0,d/i/
dIWqIa6BSdu0U0hwh4gTLQ,-1.329194037462367,36.73024811235191,2017.0,12.0,0.3625347,0.3565182,0.0,0.27595603,d/i/
dIZpOEilqHjg-EyPeEmIfw,-1.310423750388029,36.69362633778535,2021.0,8.0,0.0,0.48422146,0.673851,0.0,d/i/
dI_7OFCVa5Yyc0S5d7C8Zw,-1.267075684060242,36.84041951453556,2018.0,2.0,0.0,0.0,0.0,0.0,d/i/
dI_Oi3mxD9EyEUm7761b_A,-1.319135639868982,36.86078965256785,2018.0,1.0,0.0,0.0,0.0,0.0,d/i/
dIe9jshIfBUuc_WkDOT1ew,-1.172161625284416,36.72649506467926,2021.0,10.0,0.0,0.0,0.0,0.0,d/i/
dIfC0NEx3CfrZCh2o8ggBA,-1.306811484687096,36.76257410336095,2021.0,7.0,0.0,0.0,0.0,0.5442207,d/i/
