panoid,lat,lon,year,month,ang_0,ang_90,ang_180,ang_270,img_path
FJYrXf16QzRPcpuzFZ6G_w,-1.307459563120055,36.77187388190528,2021.0,7.0,0.0,0.0,0.30482936,0.0,f/j/
FJ_rmz1y-3hFSgQCMrpNIA,-1.244905036005246,36.86728009895496,2021.0,7.0,0.0,0.0,0.0,0.0,f/j/
FJfCjfvKVdpI0qMbCUdnAQ,-1.203471908335237,36.83329701706865,2021.0,11.0,0.35939586,0.0,0.0,0.0,f/j/
FJlP_6w2Df_QbVFCdJyHhw,-1.278734483187699,36.95084346690408,2018.0,2.0,0.0,0.0,0.0,0.0,f/j/
FJlWNGQB3V3N0WEUV0IxDA,-1.305996773763911,36.80754559662621,2021.0,9.0,0.0,0.43068695,0.31908688,0.0,f/j/
FJnj51OThTfO_O5Sr90N_Q,-1.162006872832452,36.82043803710111,2018.0,5.0,0.0,0.0,0.0,0.0,f/j/
FJpZhfW-EsSYkaVymkqVvg,-1.16287893532693,36.92834702097179,2021.0,12.0,0.0,0.0,0.0,0.0,f/j/
FJpxwIEy3Yf17_FAjpqYdw,-1.36782683300778,36.94130736498025,2021.0,8.0,0.0,0.0,0.0,0.0,f/j/
FJrYczaubcaI4XRFgpo4sQ,-1.389804895412492,36.75337987711372,2018.0,1.0,0.3866391,0.0,0.0,0.0,f/j/
FJv_0pbbBkv57f6nH2IhrA,-1.292673088832948,36.76381173535894,2017.0,12.0,0.41160965,0.0,0.0,0.0,f/j/
FJzRLq1jbBKZTpREstr1dA,-1.247255164301888,36.90232271564641,2018.0,2.0,0.0,0.0,0.59157944,0.6238531,f/j/
FK28Ye4r9i9MFB2bubiLUA,-1.205910199556651,36.93771889927886,2021.0,9.0,0.0,0.0,0.0,0.0,f/K/
FK2XVVfiQaxN456gQzWI6Q,-1.166372241080384,36.8684678724125,2021.0,12.0,0.0,0.0,0.0,0.0,f/K/
FK3RMokHUiE4hyRYVXHrCA,-1.247677959457167,36.90945477768629,2018.0,2.0,0.0,0.0,0.2994919,0.0,f/K/
FK8r2qbzIUw26Lp1-rZDXg,-1.23415117806294,36.68002216962419,2021.0,10.0,0.0,0.0,0.0,0.0,f/K/
FKAIp0F0vDgTNzxn_tVTYg,-1.311017075307591,36.72728168075047,2021.0,8.0,0.0,0.54604715,0.0,0.0,f/K/
FKAOOumoJO0e48pHlhLjiw,-1.290408463674598,36.97168524098418,2018.0,2.0,0.0,0.0,0.0,0.0,f/K/
FKCBkOXKUCVpre9GOSu44A,-1.233462757094418,36.92152744804,2018.0,2.0,0.0,0.3314972,0.0,0.0,f/K/
FKNvaVHP2RhvFk9FBfo8oA,-1.225336747157114,36.78562083547056,2018.0,5.0,0.0,0.0,0.0,0.0,f/K/
FKU02asAtwxwSP3iKa1M9w,-1.238693759485535,36.89372787557519,2018.0,2.0,0.0,0.0,0.0,0.0,f/K/
FKUIJ0vGfMusWBb4yRof5A,-1.232369495264141,36.73751531975962,2022.0,2.0,0.28695235,0.0,0.0,0.0,f/K/
FKVFh4ICHrTjCSNjLScUlQ,-1.201711116014627,36.8251824267479,2018.0,5.0,0.0,0.0,0.0,0.0,f/K/
FKVX5QMz2HOncI7CTt41Gg,-1.277944018062726,36.89850767022772,2018.0,1.0,0.0,0.0,0.0,0.0,f/K/
FKW71mYMxI_MffSDz_RMwA,-1.289445177372222,37.00970146045743,2018.0,2.0,0.0,0.0,0.0,0.0,f/K/
FKWEVd6U3IHKAtdcL5w33Q,-1.264046525758452,37.02745282533343,2018.0,2.0,0.0,0.0,0.0,0.0,f/K/
FKblEDJvviI44kgfqUUacg,-1.247623396661865,36.95400426253448,2018.0,2.0,0.0,0.32062927,0.0,0.0,f/K/
FKeFUxiebN6w933-DfftVg,-1.518439297319129,36.94974132173507,2018.0,2.0,0.0,0.0,0.0,0.0,f/K/
FKjXWuNQa6xhU-4Pof3-og,-1.479039181867046,36.96061961456071,2021.0,9.0,0.0,0.0,0.0,0.0,f/K/
FKkMXR6l90jofaX83KbsWA,-1.280121047121611,36.82120361308704,2017.0,12.0,0.0,0.0,0.0,0.0,f/K/
FKlluSXkwYxNB5FzcRhA7w,-1.344887248054641,36.79804843298149,2018.0,10.0,0.0,0.0,0.0,0.0,f/K/
FKr2L3IGgQbcKh4IVj6iVg,-1.484949460459551,36.93873527729836,2022.0,3.0,0.0,0.0,0.0,0.26640674,f/K/
FKsiAfKzVlOngoNp9jB9iQ,-1.323261345473778,36.88498208450944,2018.0,4.0,0.0,0.0,0.0,0.0,f/K/
FL0YuV8SXqqRlanMPnt4Aw,-1.260050279948961,36.96901527440145,2018.0,2.0,0.0,0.0,0.0,0.0,f/L/
FL2xiKCplI3crOgSVTG4NA,-1.20492688441222,36.89302443632553,2021.0,9.0,0.31155658,0.0,0.0,0.0,f/L/
FL42w321TGvaNv_tqOL0Fg,-1.268334623868357,36.88054900569355,2021.0,8.0,0.0,0.0,0.3802724,0.0,f/L/
FL4JmZjStbFQMJGbQ7Ew9A,-1.159092423322569,36.9561821703251,2021.0,12.0,0.0,0.0,0.0,0.0,f/L/
FL5sQ42W47X1xgkMnqaITA,-1.257730813796617,36.8442054659392,2018.0,2.0,0.0,0.0,0.0,0.0,f/L/
FL8vDJptvMaBbow7_FFvrA,-1.251515922401212,36.99037456886347,2018.0,2.0,0.0,0.0,0.0,0.2957805,f/L/
FL9iNo96IwrrxlfQhBQFGQ,-1.280371562839088,36.89200758870316,2018.0,1.0,0.0,0.0,0.0,0.0,f/L/
FLBfJZzAuAztlL8Lb6hoSA,-1.1878524118948,36.74812364227018,2022.0,2.0,0.0,0.61369085,0.0,0.0,f/L/
FLFXImsXYE4Yp0xT7Aprsw,-1.277628277410724,36.90887439281927,2018.0,1.0,0.44014364,0.0,0.0,0.0,f/L/
FLIQFt44xkIeOt24mhUT8Q,-1.29203932280438,36.81299609344245,2021.0,9.0,0.0,0.0,0.0,0.0,f/L/
FLK1lqV3eURElGFYbPt2Lg,-1.289825572184969,36.84503550299553,2018.0,1.0,0.0,0.0,0.37454286,0.0,f/L/
FLLcZ8ih2tK7utP14CQDLw,-1.280883916252023,36.7348452386541,2021.0,8.0,0.0,0.0,0.26068363,0.33180407,f/L/
FLMYZcl6uXY3IlPN-pVB5g,-1.289664530419613,36.76281045115443,2021.0,7.0,0.0,0.0,0.0,0.0,f/L/
FLMczFjkECo6JEG__iU6FA,-1.216611347485844,36.76570073872929,2021.0,9.0,0.0,0.0,0.0,0.0,f/L/
FLSNiIjmSqiNm7ZYb2iLFQ,-1.271439137713547,36.8059394702053,2021.0,9.0,0.40080068,0.0,0.0,0.0,f/L/
FLTrtpHf25AhODqOGTB6XQ,-1.224977821782949,36.70325315346589,2021.0,8.0,0.0,0.0,0.0,0.0,f/L/
FLVbtHDX6bB52oZqDEZQMQ,-1.252677322915778,36.69526978575058,2021.0,8.0,0.696469,0.0,0.2532677,0.0,f/L/
FLWRQMA3S6x1yEkk-j4tEg,-1.28124925173226,36.96934875913398,2021.0,9.0,0.0,0.0,0.0,0.0,f/L/
FLXLLkRZTIWxGqGX7StSfw,-1.170741764315337,36.83440477087176,2018.0,5.0,0.0,0.0,0.0,0.0,f/L/
FLXubFJf9zqi1ri_ar6q9w,-1.261378217270307,36.79796533961175,2017.0,12.0,0.0,0.0,0.0,0.0,f/L/
FLZ0PfXmitN6GTvGGygV_A,-1.294696975542063,36.89257817727522,2021.0,7.0,0.28050587,0.0,0.0,0.0,f/L/
FLarHov8Y5yGk0noZbC7ow,-1.280016237778397,36.67655810677728,2021.0,8.0,0.0,0.0,0.0,0.0,f/L/
FLbv5Ai-DFghYS6eQysEtg,-1.300515790149275,36.98014741464846,2021.0,8.0,0.0,0.0,0.0,0.0,f/L/
FLePaayYfmLXN69iQys4Zw,-1.246236996086095,36.98043757108369,2021.0,7.0,0.0,0.0,0.0,0.0,f/L/
FLefYwMYudUZMeSVE84I1Q,-1.217687014614019,36.7642532661563,2021.0,9.0,0.0,0.0,0.0,0.0,f/L/
FLjzeloBTq8i4GfR5S3vGA,-1.277961221071275,36.89186315597272,2021.0,7.0,0.25167492,0.0,0.0,0.0,f/L/
FLm-nBaL_t0ZL7uK2-8YTA,-1.287902854610373,36.8928490678386,2021.0,7.0,0.0,0.0,0.0,0.0,f/L/
FLnvenu2UBKV6q4lLhBQvw,-1.296458556984485,36.81855462066821,2022.0,4.0,0.0,0.34514174,0.0,0.46765602,f/L/
FLnzX6PC0PEEhOub2THkrQ,-1.199384738431033,36.9283136374688,2021.0,9.0,0.0,0.0,0.0,0.0,f/L/
FLtmVV4PiHjt2N2g_ZgOvQ,-1.264187081018065,36.70162000162586,2021.0,8.0,0.2945242,0.0,0.0,0.0,f/L/
FLuWNLy1zsHiYqLgxzrzHA,-1.289727955332476,36.90357162525562,2018.0,4.0,0.0,0.0,0.0,0.0,f/L/
FLvfY8vQWjImkK7a_4w3cg,-1.259765586245934,36.97064751518116,2021.0,8.0,0.0,0.0,0.0,0.0,f/L/
FLvqrCZoHrqDmK6HZSFImg,-1.179634774250779,36.67077352848697,2018.0,5.0,0.0,0.0,0.3968212,0.0,f/L/
FLwyjGB5V9SpoysxdhnTXw,-1.304193650543485,36.74725872211695,2021.0,8.0,0.0,0.0,0.0,0.0,f/L/
FM--GNI2gPKpccVRJPqcyw,-1.400952347275853,36.7454684147236,2022.0,2.0,0.0,0.0,0.0,0.0,f/m/
FM788vDWM02y4idjiApEcA,-1.268911658665732,36.82016203351084,2021.0,8.0,0.0,0.0,0.0,0.5354913,f/m/
FM9FW9BegCWegLBzY7mB-Q,-1.344211422379785,36.74978874345457,2018.0,1.0,0.0,0.0,0.0,0.4174562,f/m/
FM9gjXhKwpvVjP4-QHgCJw,-1.322131503262917,36.78800441770159,2018.0,3.0,0.0,0.0,0.0,0.0,f/m/
FMBpB2qhPjy4Xfb4kbuX-w,-1.197430305070737,36.94381236341304,2021.0,9.0,0.0,0.0,0.0,0.27973536,f/m/
FMDg2lhNFEYzDK5QKx8uTQ,-1.27997359111293,36.96889394722832,2018.0,2.0,0.0,0.0,0.0,0.0,f/m/
FMDtVexPtgG04dK6EFz2iQ,-1.301961074452131,36.82012079717155,2021.0,7.0,0.0,0.0,0.0,0.0,f/m/
FMEEkd71dwfY40_NvILI8w,-1.255634497825249,36.83252622808234,2018.0,2.0,0.0,0.0,0.0,0.0,f/m/
FMFGcz3A8x04VZYuZt-faQ,-1.51671486807386,36.95096088813217,2018.0,2.0,0.0,0.0,0.0,0.0,f/m/
FMGCMDPG6oDzlaFtV5BsKw,-1.274470761947105,37.0621532315941,2018.0,2.0,0.0,0.0,0.0,0.0,f/m/
FMIEjI1aBwCBAeca1F8bmA,-1.200422695713133,36.83869954126537,2021.0,8.0,0.0,0.0,0.0,0.0,f/m/
FMIUz6L0N7BDxtc8_QvRbQ,-1.209916543049047,36.94283402518037,2021.0,9.0,0.0,0.0,0.0,0.0,f/m/
FMJ9HB264kgcROZ7nNZjpg,-1.33274037731379,36.88948095972069,2022.0,5.0,0.0,0.0,0.0,0.0,f/m/
FMToegWESoiCiV0ZU78d4w,-1.255769630946061,36.93347994317492,2018.0,2.0,0.0,0.26112348,0.0,0.0,f/m/
FMVfwkqY53CJ213vaSxMIQ,-1.264061397414209,36.80135998198999,2022.0,5.0,0.0,0.0,0.0,0.0,f/m/
FMZAS-zlHuo_tORnanORbg,-1.277962899625466,36.90004260694837,2021.0,7.0,0.30881464,0.0,0.0,0.0,f/m/
FM_ToFUsnbBXGnFWXSWEGg,-1.375257812232254,36.74628163553395,2021.0,7.0,0.0,0.0,0.0,0.0,f/m/
FMdHadL1zCATaHuV_sg0cg,-1.279795984960716,37.04962198155899,2021.0,10.0,0.0,0.32436183,0.29973617,0.0,f/m/
FMf1qxZfdFDAHjD-lnyX-A,-1.244599564261093,36.89449203339669,2021.0,8.0,0.0,0.0,0.0,0.0,f/m/
FMg7ppcdt1eZj2L3R5lEBA,-1.259622100071276,36.88828671403754,2018.0,2.0,0.0,0.0,0.0,0.0,f/m/
FMguE1ZLyNuulvklVLTbdg,-1.255843021539276,36.99026139061587,2018.0,2.0,0.0,0.0,0.0,0.0,f/m/
FMrBNkF4K9BqSoXNKLFRiQ,-1.289466069562803,36.73018149477677,2021.0,8.0,0.5592028,0.4475618,0.4449908,0.28994438,f/m/
FMvLdc5T2EQCEUbLJ7oD-w,-1.200054585840087,36.75898111304774,2021.0,12.0,0.0,0.0,0.0,0.3246126,f/m/
FN1zwD_XQTVRxneoKTXowg,-1.19278515203722,36.93713020877718,2021.0,9.0,0.0,0.0,0.0,0.0,f/N/
FN47d1KBXmnN_Sm5w6GCww,-1.26838678468751,36.93639938287505,2021.0,8.0,0.0,0.25720114,0.0,0.0,f/N/
FN5TQys_OGJ_PQsIo5zJeg,-1.263296682813172,36.91368158693634,2018.0,1.0,0.25411725,0.0,0.0,0.0,f/N/
FN5Z1J6Dd403hV2Mja5JKg,-1.176780594317464,36.75680862794838,2022.0,2.0,0.0,0.0,0.0,0.0,f/N/
FN61PpjQGLvgZFl9kR4rqw,-1.299262120313967,36.67970737369829,2018.0,1.0,0.0,0.5336762,0.0,0.0,f/N/
FN69uEql0tA1zF8nxZfhcg,-1.373451627337259,36.65545734584746,2018.0,4.0,0.0,0.0,0.0,0.0,f/N/
FNAP0F-yxnwTMvXRsRDkPw,-1.266652994677012,36.76789811706369,2021.0,7.0,0.0,0.0,0.0,0.0,f/N/
FNBtZY57D45cAOxZtRIglA,-1.240637523197078,36.88554181217872,2018.0,2.0,0.0,0.0,0.0,0.0,f/N/
FNFP4JmfI418KdevLBJ5JQ,-1.46839661722373,36.96044080032569,2021.0,9.0,0.0,0.0,0.251133,0.0,f/N/
FNHeJmJenmR0n4rN4xl6Jg,-1.271624084972927,36.81411179203034,2018.0,5.0,0.0,0.0,0.0,0.0,f/N/
FNLF75Cf9GoJsIpjS_L35Q,-1.196218633786039,36.93165183045151,2021.0,9.0,0.0,0.0,0.0,0.0,f/N/
FNOC0BDjxchdB96c0h8E1Q,-1.174877455560793,36.97807710682024,2022.0,6.0,0.0,0.0,0.0,0.0,f/N/
FNOeBURYGf5-5ApznVAAcw,-1.146232272609359,36.79780059105621,2021.0,11.0,0.0,0.0,0.0,0.0,f/N/
FNRQDKfs4y9CKCiJxVrAVQ,-1.235549989752136,36.91824474149185,2018.0,2.0,0.0,0.0,0.0,0.0,f/N/
FNT6vAedhHzBbxFrErdr9g,-1.215670377965402,36.72277974567482,2021.0,8.0,0.0,0.0,0.0,0.0,f/N/
FNTiMPBL7_2lxSr5wbnIGA,-1.158018697771864,36.9502470100741,2021.0,12.0,0.0,0.3476806,0.29962516,0.0,f/N/
FNZu1zhmwZCv2IB-EJu4Sw,-1.263704416459529,36.80546203748631,2018.0,5.0,0.0,0.0,0.0,0.26335567,f/N/
FNaDiJfdY3JqbA44epc2VA,-1.382994825053424,36.73669032527776,2017.0,12.0,0.0,0.0,0.0,0.0,f/N/
FNammTTdycI8iDklfEPMhQ,-1.271364138489972,36.8280435013656,2018.0,2.0,0.0,0.0,0.0,0.0,f/N/
FNdYmVqzHrvPd4Nyhq4HCA,-1.239418073026673,36.66234364141712,2021.0,8.0,0.0,0.0,0.0,0.0,f/N/
FNdi9GlCjG_LLtlb1_ss3w,-1.289231154059454,36.80408616610935,2021.0,7.0,0.3403155,0.0,0.0,0.40265608,f/N/
FNfHOeO1Q3SZnsCL6nRjjA,-1.26824651572218,36.76549382948524,2021.0,7.0,0.0,0.0,0.0,0.649018,f/N/
FNftTETM-nKdaZpQkEPcYA,-1.177765608735402,36.78197792523768,2022.0,2.0,0.46826625,0.4904563,0.4855837,0.0,f/N/
FNlFS8HYyJB4Ztvl0pVtSw,-1.299318730203552,36.81554744564308,2021.0,7.0,0.0,0.0,0.0,0.0,f/N/
FNldEETvJ8H4lxajYSOzkA,-1.252104990954529,36.98180366782073,2021.0,8.0,0.0,0.0,0.0,0.0,f/N/
FNlu70sKGUK0Yiw-ZaR0IA,-1.140581589688314,36.96659967804352,2021.0,12.0,0.0,0.0,0.0,0.0,f/N/
FNn48RCE1f5jXtc121PiFQ,-1.177901459463089,36.90705731709686,2021.0,9.0,0.0,0.0,0.0,0.0,f/N/
FNtANopP2dNIrXTvWxEZ0A,-1.227629251966532,36.89090784119923,2021.0,9.0,0.4507921,0.0,0.27402398,0.0,f/N/
FNtNnH6Q1N2k7cH9ri0p5g,-1.404450376770732,36.77577718537417,2022.0,2.0,0.27085733,0.0,0.0,0.0,f/N/
FO-5pcMujH4LRdqhcpZ8og,-1.167062652843847,36.83820671685267,2021.0,12.0,0.3904916,0.0,0.0,0.0,f/O/
FO0lMgNvxU1CErlfNwDecw,-1.181460128719267,36.74550788368459,2022.0,2.0,0.0,0.0,0.0,0.0,f/O/
FO12nCDa2oVXfCGUncXhPw,-1.197981865709584,36.90526637005996,2018.0,2.0,0.0,0.0,0.0,0.0,f/O/
FO1PHMs5qnF5Q7UKPh4aiw,-1.233121293347493,36.87530879181055,2021.0,7.0,0.0,0.0,0.0,0.26027483,f/O/
FO5cgaMt6K6JgUCZfI55sg,-1.234466702519452,36.8735139513708,2021.0,7.0,0.0,0.0,0.0,0.0,f/O/
FO6WFZkMRBUbdP2e_m4aKg,-1.331098644644184,36.88995965376668,2022.0,5.0,0.0,0.0,0.0,0.0,f/O/
FO75jfwkBTeDUcsKE1Tvrw,-1.326392322695193,36.79530614624929,2021.0,10.0,0.0,0.0,0.0,0.0,f/O/
FO7F4MbmumNVD2ktgwWW7A,-1.379920831210294,36.87820928345238,2018.0,10.0,0.0,0.0,0.0,0.0,f/O/
FOAYAmEAyvJxSUbf0HVjIw,-1.188017758563592,36.8920180108267,2018.0,2.0,0.0,0.0,0.26744637,0.0,f/O/
FOBb_P04ZeI0BygBI9FPeQ,-1.210944331132187,36.95682359206415,2021.0,9.0,0.0,0.0,0.0,0.0,f/O/
FOKIUzI65Gw-ZHyRuLtvbg,-1.288745639024147,36.75427399524611,2017.0,12.0,0.0,0.0,0.0,0.0,f/O/
FOQ1FsmhZps-31-GDR1iyg,-1.344449147265376,36.73104751859345,2021.0,7.0,0.0,0.0,0.0,0.0,f/O/
FORoHf12VXsxCRAehWFFbA,-1.234011645761744,36.93517744142099,2018.0,2.0,0.0,0.0,0.0,0.0,f/O/
FOU4KlyQEFWYx_QPaNTdGQ,-1.193366079316923,36.95324072495537,2021.0,9.0,0.0,0.0,0.30222794,0.0,f/O/
FOVtHefEt9vk6neJduImZQ,-1.377907050160177,36.67648650292504,2018.0,5.0,0.0,0.0,0.0,0.0,f/O/
FOW6-9Eru-ULjNqYHx0MaQ,-1.228116165474943,36.92603212198143,2021.0,9.0,0.29713175,0.0,0.0,0.0,f/O/
FO_Qc0Oa2NhN7DDnP3Fkig,-1.177848894676536,36.98272697966048,2022.0,6.0,0.0,0.0,0.0,0.0,f/O/
FO_XyZ24Tuh7Ho-5rgX5_Q,-1.198496659483767,36.72568713780967,2021.0,12.0,0.0,0.0,0.0,0.0,f/O/
FOaU5By5XEx84cxOif3pCA,-1.340941047169791,36.68349520630822,2021.0,8.0,0.0,0.0,0.0,0.0,f/O/
FOaawbYieH7FNI31x0ZV4g,-1.352064958759099,36.76255881266037,2017.0,12.0,0.0,0.35540745,0.0,0.0,f/O/
FOd7PZmz6AMxgZ5AMX1BFw,-1.301994413398952,36.90598035830802,2021.0,8.0,0.0,0.0,0.0,0.0,f/O/
FOfVxWZS3eUCEi3AmgCIpg,-1.291560812577098,36.82833064583989,2021.0,8.0,0.3907382,0.0,0.0,0.0,f/O/
FOgxBd1ICEo9QbxbIwbQng,-1.278584164403403,36.73684797295811,2021.0,8.0,0.0,0.0,0.0,0.0,f/O/
FOi_6sqeLhvpzmoL3ffTKg,-1.235351952457412,36.79371725681521,2018.0,2.0,0.5372461,0.38735554,0.26726517,0.4352687,f/O/
FOipKFVKRrey5uCY-swfnw,-1.309683591142999,36.80970656988548,2017.0,12.0,0.0,0.421048,0.0,0.29406795,f/O/
FOk-d1oEvzDrUACJw-PgFw,-1.278318672548354,36.85041663930771,2018.0,1.0,0.43959913,0.37570387,0.30058202,0.0,f/O/
FOlMoSmzGFXSBkjTKyhS5A,-1.181024139370739,36.88564177482404,2021.0,9.0,0.0,0.0,0.0,0.0,f/O/
FOrIYWYJK65yMK_BN-dvzQ,-1.27942964057878,36.73862039668793,2021.0,8.0,0.0,0.0,0.0,0.0,f/O/
FOrW86C-7qwVpGvf9k3kdA,-1.314015557100456,36.91596881925491,2021.0,7.0,0.0,0.0,0.0,0.0,f/O/
FOsDvx-LIg-jp9qgXPaGmQ,-1.295452745440771,36.8081477309876,2021.0,9.0,0.0,0.0,0.0,0.35432443,f/O/
FOswe4kTvPsCVJ2Pi7b39A,-1.273155497157263,36.98498017215853,2018.0,2.0,0.0,0.0,0.0,0.0,f/O/
FP1VJOfZHx_ajjqJTFaVNw,-1.274798593601262,37.07997200865629,2018.0,2.0,0.0,0.3314676,0.0,0.0,f/P/
FP426j_d7XKuGDywl5xbvA,-1.32667082180153,36.84991018071806,2021.0,10.0,0.0,0.0,0.0,0.0,f/P/
FP68UBUHujCY5A6UXSP69g,-1.291024580153726,36.81513604123526,2021.0,9.0,0.0,0.0,0.0,0.0,f/P/
FP9l_P5fGP0ldJBfUdAFqQ,-1.32854780123346,36.85103041187126,2021.0,7.0,0.0,0.0,0.0,0.0,f/P/
FPA13Bz9WuWLaV1xEODOUA,-1.163615959944622,36.95548506978389,2022.0,5.0,0.0,0.27996764,0.0,0.0,f/P/
FPARPLNVJ3PrnBIdBHEUTg,-1.309064019968052,36.81876754245067,2021.0,8.0,0.0,0.0,0.0,0.0,f/P/
FPAZhnC_Tl44ECdrrs3KlQ,-1.272510827745521,36.80370682336557,2021.0,9.0,0.0,0.0,0.0,0.0,f/P/
FPDROKt_q8cdeiw7l59foA,-1.285954475649386,37.01372871910125,2018.0,2.0,0.0,0.0,0.0,0.0,f/P/
FPDTGp68pK4IZ3Q6Fbx0SQ,-1.209040887688961,36.87812080647087,2021.0,11.0,0.0,0.0,0.0,0.0,f/P/
FPIjx-2doaFh7b-N9j_jaw,-1.319240818591328,36.85712737948672,2021.0,8.0,0.43503502,0.0,0.39979255,0.3350016,f/P/
FPJC-XD89vLWu79Rwy8TaA,-1.345275762217299,36.87601785300227,2018.0,10.0,0.4858579,0.26880476,0.0,0.0,f/P/
FPMJNYSyoFsKs4cdvYw2Mg,-1.271244330884023,37.09767560637707,2018.0,2.0,0.0,0.0,0.0,0.0,f/P/
FPP0iKd_-TKlnT3A5SfiNw,-1.278889248391684,37.010376823222,2018.0,2.0,0.0,0.0,0.0,0.0,f/P/
FPR2mlcru-qKRwqkZULshg,-1.350079369254204,36.71373261014559,2021.0,7.0,0.0,0.0,0.0,0.0,f/P/
FPRI0x9fsXLFyU-u5f9JFg,-1.272825706828258,36.88625935711759,2022.0,4.0,0.0,0.31278795,0.0,0.0,f/P/
FPUGuYf5oDk-4bbN9tf5EQ,-1.176681338181541,36.7618268283352,2022.0,2.0,0.0,0.0,0.0,0.0,f/P/
FPVaHS_4IJ-j1jkbXdlawA,-1.270618180642354,36.93904126230175,2021.0,7.0,0.0,0.0,0.0,0.0,f/P/
FPX-kJIvzrI0h2eL_gawMQ,-1.185725397011204,36.79225841655023,2022.0,2.0,0.39292932,0.0,0.0,0.0,f/P/
FPYp7RhGuM9mLXWuqC1gRg,-1.21959001424138,36.87779609933281,2018.0,2.0,0.0,0.0,0.0,0.0,f/P/
FPbEY0VVRaGQxkfxVGs9FQ,-1.210327072436757,36.71044945485313,2021.0,12.0,0.0,0.0,0.0,0.0,f/P/
FPdmzdD-ARlKkTWHRtr9HQ,-1.276885701443127,36.82932603303561,2018.0,2.0,0.0,0.2533469,0.0,0.26169798,f/P/
FPgKB-VnI-IYI2KT_K2mpQ,-1.270540349130505,36.7117777064698,2021.0,8.0,0.0,0.0,0.0,0.38999066,f/P/
FPiAxQg5KZmdu0tM8UAyBg,-1.18781212838447,36.65908234138193,2022.0,2.0,0.0,0.0,0.0,0.511578,f/P/
FPnua97gE4fboXGi6GOeJA,-1.272350417569189,36.99361830901626,2018.0,2.0,0.0,0.0,0.0,0.0,f/P/
FPnwSA1AgeBVbsoX9f8loQ,-1.176566030568406,36.82188794258253,2021.0,11.0,0.56642586,0.0,0.0,0.0,f/P/
FPudd6o8obYzdw7Xr8cNjg,-1.284093160126727,37.06980484108332,2018.0,2.0,0.0,0.0,0.0,0.0,f/P/
FPxrqDhKIU0134v3BnhHbg,-1.267654393853978,36.74865595906299,2018.0,2.0,0.0,0.33175886,0.0,0.0,f/P/
FPzmEGQx7ztuTxGZQbUrwA,-1.263646151258506,36.78301330383324,2018.0,1.0,0.0,0.0,0.276947,0.2799559,f/P/
FQ-LBwqqACBeZoLlaKHgnw,-1.439475535826384,36.96778199069787,2021.0,9.0,0.0,0.25056243,0.0,0.0,f/Q/
FQ-pb_SV_yPCYm1mL2jX2w,-1.269711973226559,36.94335862275565,2021.0,8.0,0.0,0.0,0.0,0.0,f/Q/
FQ1VXnspYaV-_UL6jIHL0g,-1.299621349779429,36.81282825660994,2018.0,3.0,0.0,0.0,0.0,0.0,f/Q/
FQ6fShJ-Ecs-XslxTMO_vQ,-1.452389717112217,36.97091041148411,2021.0,9.0,0.28478885,0.0,0.31423947,0.0,f/Q/
FQ8SVYfAykA1sNNWT9pxFg,-1.37037904067135,36.93246332817704,2018.0,4.0,0.0,0.2549934,0.3217098,0.0,f/Q/
FQA4KdSurEO6j9qocTU8pA,-1.27520560594947,36.81268432574788,2017.0,12.0,0.0,0.0,0.0,0.0,f/Q/
FQAqCT7ZfYUzjW4oUQhLSQ,-1.195204413536097,36.93319895039615,2021.0,9.0,0.0,0.0,0.0,0.0,f/Q/
FQFmDHwXMxwRAecw95HJmQ,-1.22778185828227,36.68779231069779,2021.0,8.0,0.0,0.0,0.0,0.0,f/Q/
FQJXpiqUVk11tWKAh5JhTg,-1.24731429366253,37.00299149010653,2018.0,2.0,0.0,0.0,0.0,0.0,f/Q/
FQLSyNyBawqz_n1-BWtAdw,-1.330223034182314,36.85643196461911,2022.0,5.0,0.0,0.0,0.0,0.0,f/Q/
FQOkDjtr508Q2DXh6Gu86Q,-1.282601820791148,36.71073615058545,2018.0,3.0,0.0,0.0,0.0,0.0,f/Q/
FQQDX13Kba38iDAaKqLZIw,-1.263256542291622,36.98521023304211,2018.0,2.0,0.0,0.0,0.0,0.0,f/Q/
FQQzgOa8SzPcnDyLTyFRkA,-1.494450962475669,36.95278974862906,2022.0,3.0,0.0,0.4824222,0.0,0.5005988,f/Q/
FQS4dMcdnzHfa0tmC0hmgg,-1.1584154974306,36.93451442364512,2021.0,12.0,0.2746544,0.0,0.0,0.0,f/Q/
FQT-Qv9q3ydzXvlmPwW1BQ,-1.216956564062634,36.91023632913179,2021.0,9.0,0.25275242,0.32278508,0.0,0.0,f/Q/
FQU4Bec7pFTo4pRulDT1Xw,-1.254214062415546,36.67145389672939,2017.0,12.0,0.0,0.0,0.0,0.0,f/Q/
FQVGB3Tv6pjEVj7CMONg3w,-1.220539964036411,36.89334341387101,2021.0,7.0,0.0,0.0,0.0,0.0,f/Q/
FQVrZQP8MPK3Nw1QUyuxyQ,-1.267041290198555,36.99357987439591,2018.0,2.0,0.0,0.0,0.3113087,0.0,f/Q/
FQWdHzPRo_An06dXwVabdA,-1.268924190451883,37.01436922564908,2018.0,2.0,0.0,0.0,0.0,0.0,f/Q/
FQZDqoOT6DOnDMBhCzw4Zw,-1.205678908582983,36.95720829482323,2021.0,9.0,0.0,0.0,0.0,0.2825737,f/Q/
FQZiefYnT18BUZ8p2IiVCA,-1.273087307893326,36.81236787403062,2019.0,5.0,0.0,0.0,0.0,0.0,f/Q/
