panoid,lat,lon,year,month,img_path,angle,value
28H4KagREBWBxvHETkdRHg,-1.325373621580521,36.76155257897707,2018.0,1.0,2/8/,90,0.6853154
2S3vEy2JwWoNO3uKEtyY9Q,-1.30824424527006,36.76423575623435,2021.0,7.0,2/s/,90,0.7278047
2SbqoGvbv_1EWvuKlQX60g,-1.213098994456868,36.80712995756006,2022.0,1.0,2/s/,90,0.6703198
2Wy9eSzSbTai3s4Ftxb_JA,-1.275838833236446,36.84717353619693,2021.0,9.0,2/w/,90,0.6572783
2Xecqh3T7BGvMXQNEoS5gQ,-1.205543781771006,36.76254681028026,2021.0,7.0,2/x/,90,0.6002648
2bHrnCKpzVUD-NINc8Qzww,-1.282934555227615,36.82589267486879,2021.0,8.0,2/B/,90,0.62824917
2bYQfjSR5RUGXDaMkGzDbA,-1.349629779099613,36.93311438989473,2018.0,4.0,2/B/,90,0.66170084
2m5RC3-OprJh79inaaHaDg,-1.276766359970758,36.91989353710782,2018.0,2.0,2/m/,90,0.7747962
2oG48OFl9n_59aMrBLaAKw,-1.285464724550859,36.68495750211913,2021.0,8.0,2/O/,90,0.6523065
2yCz_TyP_XLWyiK_OA1x2Q,-1.148941092207703,36.96027584155139,2018.0,5.0,2/y/,90,0.6273537
2ysrmbzDCQDV6z5HnZlo1A,-1.4768491373225,36.97625305944198,2022.0,3.0,2/y/,90,0.70278466
35HLCfG_FX-TE753ZvZTaQ,-1.249282722076944,36.67303330495889,2021.0,8.0,3/5/,90,0.6003732
36HQR1vhQ_XxJc4POjvglA,-1.160469505313976,36.93948945298277,2021.0,12.0,3/6/,90,0.64350325
375_E5GfBsvPj6cH6OxQow,-1.280004916078499,36.67665341386701,2021.0,8.0,3/7/,90,0.6290848
3BMdJ0OjU1sngFfmRrzOWg,-1.446520390800538,36.96893321462599,2022.0,5.0,3/B/,90,0.63104635
3FJb3MwEJ18xVHGx-1fuTA,-1.29506991034783,37.06386992401713,2021.0,10.0,3/f/,90,0.6837612
3JSARzI2LJNz4RvbZtlOAg,-1.268681641506429,36.76726515778239,2021.0,7.0,3/j/,90,0.6030633
3kQPMg8TT0h3USmovoL_TQ,-1.308711803087916,36.8851143020898,2021.0,8.0,3/K/,90,0.6150456
3mXDO_ypKsJ7Kf0W1TxwiQ,-1.280871988994238,36.70843506739791,2017.0,12.0,3/m/,90,0.6099971
45iqoc6DfphtG7tyCi6SWg,-1.224396556602566,36.88847637323509,2021.0,9.0,4/5/,90,0.6350853
4W_20mYpQOw4s6D1SPK-sg,-1.204123503126632,36.8377159422591,2021.0,8.0,4/w/,90,0.65301955
4kJvaX8neVKvvtOfbIUVsA,-1.273929644928084,36.66609679603001,2021.0,10.0,4/K/,90,0.6741854
4kdaIo_PEXkK5zL3fphT_A,-1.304228905594837,36.8623160179723,2021.0,8.0,4/K/,90,0.731055
4yf1khS51OWXfcy2Ok2QVA,-1.281097818193396,36.95402804096084,2021.0,8.0,4/y/,90,0.6708683
52QeHhxWkL_y8kELB53Beg,-1.217350461721831,36.76326292148837,2021.0,9.0,5/2/,90,0.6682353
52vGjpWmzO54ANTTg2SSlg,-1.225347905532404,36.75738018062492,2022.0,2.0,5/2/,90,0.6554017
5H7djbYcC96eiuTTKjjXQg,-1.159466860830223,36.93516899380524,2021.0,12.0,5/H/,90,0.7717249
5LutHKqA_X8m6jpkgPRhSg,-1.328647104691862,36.83642476899904,2021.0,9.0,5/L/,90,0.67758125
5S1Nyi4I-itQQTYjOmbHxg,-1.194780324421491,36.83916936797051,2021.0,11.0,5/s/,90,0.69468147
5SPSK6XkeyAH04KIzM-Cbw,-1.335102802015355,36.70566645021916,2021.0,9.0,5/s/,90,0.6282762
5TUz2tg6Sjb_WCRFRXcx0g,-1.280617048785295,36.7364719041513,2018.0,3.0,5/t/,90,0.67424303
5bk_tSToXsy1QiNYYcWkKw,-1.23657145444365,36.69581457667324,2021.0,8.0,5/B/,90,0.602624
5bxGz6m5h-WgBU3v96qHlQ,-1.2378219142757,36.94165622965253,2021.0,7.0,5/B/,90,0.72224206
5cgudqn1TohWJIcuzx6zSQ,-1.190049964809649,36.84353908098681,2021.0,8.0,5/C/,90,0.6511164
5f28TohXLCa244VOFOGenA,-1.253980010442893,36.79237461205853,2021.0,7.0,5/f/,90,0.7252249
5okz0Mf8kzCPhdnny-kdjA,-1.365769067520139,36.74246270944693,2017.0,12.0,5/O/,90,0.6395303
5u9MrbetbifQDLJQLZAREA,-1.174652224547048,36.91374081960559,2018.0,2.0,5/U/,90,0.70057833
6685N0lDkLyw0U6IC9MDUQ,-1.276816181623019,36.81719895496446,2021.0,7.0,6/6/,90,0.62071496
6C9kl9y-Qt3cuTPj-fkaLw,-1.190351163034965,36.72858602712518,2022.0,2.0,6/C/,90,0.6587631
6PQ31uXV8gq9py_uWwNFaQ,-1.283225732272218,36.85866301615953,2021.0,8.0,6/P/,90,0.6442612
6SixuqNNdKWzyWcIyK2iAQ,-1.173092044790754,36.86499020084189,2018.0,5.0,6/s/,90,0.8102752
6jQgJKelExBgnZ4rgngAQQ,-1.143970437350393,36.81724684686927,2022.0,6.0,6/j/,90,0.76253587
6t55xi9LatLwwV-c4H5Zeg,-1.355885675649572,36.93934929630161,2021.0,8.0,6/t/,90,0.67103094
6tmtOI4m7zOAx3RCmGu8Cg,-1.194497608752197,36.87945031785925,2021.0,9.0,6/t/,90,0.66449195
6wcgy028Q2If0c4XGPah_g,-1.263885994161176,36.78496797497649,2021.0,7.0,6/w/,90,0.6343465
76LIQJVKePdlTeR0CfIfzA,-1.245477020745996,36.77854581858704,2021.0,7.0,7/6/,90,0.6771716
782OKMWcJUNcLDGOy_8euQ,-1.398776624421619,36.77048694643354,2022.0,2.0,7/8/,90,0.67952645
7FD6t77mkuyOqE76oqs9Yw,-1.199846044231359,36.77786963561012,2021.0,8.0,7/f/,90,0.71006083
7KkaAYcGZYOm1-hIIK6ewA,-1.204440129208767,36.94415588578096,2021.0,9.0,7/K/,90,0.6271541
7PuOVZ4Ii0Zzhta3kfwp4w,-1.280815135597232,36.87234152737214,2021.0,7.0,7/P/,90,0.6053774
7S1s60Sf8ARh09N9oNTQrw,-1.348709307981079,36.66347024969871,2018.0,4.0,7/s/,90,0.671282
7SH_RRpUHf6xc84C0ppV7w,-1.197324259553509,36.92503558228562,2021.0,9.0,7/s/,90,0.607908
7XsjLM7jH7b5yLPphFJz0w,-1.255448730175154,36.82544198392564,2021.0,7.0,7/x/,90,0.6513822
7fXdOytIif3N_wkQbIRqYw,-1.26664673318238,36.80554263682463,2017.0,12.0,7/f/,90,0.65018743
7iAYVcroQT1LWL2PBKwiDQ,-1.283457504098999,36.84024385638576,2021.0,8.0,7/i/,90,0.6435643
7jubHjOKIFR54-oGVSlF9Q,-1.309406010623484,36.90997666069524,2018.0,2.0,7/j/,90,0.71489614
7pfEuOeNNlQ3DszX3yS2OA,-1.314274679585467,36.88824723925767,2018.0,4.0,7/P/,90,0.7664217
7qVBcluDo3kg01SekXLO1g,-1.298420180632925,36.75720448948437,2018.0,1.0,7/Q/,90,0.68487585
7r-xaHVBkjYJn4IsuU6iQQ,-1.281606649003726,36.76767140317904,2021.0,7.0,7/r/,90,0.66878223
7t8-4NPEK2SCxFkP54XitA,-1.21119966761046,36.84499559442343,2021.0,8.0,7/t/,90,0.7973659
7v84CJFCmudr2_HQOVhVMg,-1.310278717208549,36.88688317151777,2021.0,8.0,7/v/,90,0.72201014
8Dfq_wQJNS88umXICXoUJg,-1.292240766306616,36.79606228654423,2018.0,3.0,8/d/,90,0.64508796
8E6xaiQ70NxLJNh4lDS3IQ,-1.28324499390711,36.95031285507979,2021.0,8.0,8/e/,90,0.72347087
8iIXlQPfZmz3sg0Awr2SWA,-1.21428516514927,36.80722517928812,2018.0,2.0,8/i/,90,0.6175218
8qBQxMkpnk1xhun1h2ZfeA,-1.313870531424917,36.8876500267468,2018.0,4.0,8/Q/,90,0.6291865
8qGLsKgYr0LbXaVOrR8EZw,-1.364226154262098,36.93140347459044,2018.0,4.0,8/Q/,90,0.63356787
8vBuWqe7yKjASdBpwkx_xg,-1.242669466199547,36.89459067088659,2018.0,2.0,8/v/,90,0.7865233
94cHhe1rJPydDCKie1BjwA,-1.289193892980661,36.82514094679786,2021.0,8.0,9/4/,90,0.6512902
9K7i2HvTgSmNZtxQ9N-bsg,-1.245196295278744,36.89545608198551,2021.0,8.0,9/K/,90,0.60797286
9OYKSRIhSLHAaj3dkgUOJw,-1.221617904419095,36.89449695706821,2021.0,9.0,9/O/,90,0.693401
9QubnETu2c2J8xSaroaFDQ,-1.279189022107226,36.83346193283491,2017.0,12.0,9/Q/,90,0.6549331
9Y3Ha8U4okmHpRMs5ilDlg,-1.202885807737155,36.9051828439756,2018.0,2.0,9/y/,90,0.6706422
9ctYe3ucsiV9Dq3eT7JeAQ,-1.198522173893545,36.90466068071979,2018.0,2.0,9/C/,90,0.6543665
9i_MOfXQyz-MfbKNsUQ2jQ,-1.364599083280107,36.93168832917782,2018.0,4.0,9/i/,90,0.6492648
9oBC73ubjXInYnBE1mEBPA,-1.256036890652793,36.98671466745477,2018.0,2.0,9/O/,90,0.60803527
9vkzFwaq-GsXJ-lVFg_Ppg,-1.222303312768712,36.85334783958397,2021.0,7.0,9/v/,90,0.6583581
9wj_lBlrAq8YdONdKvyMZg,-1.267294402626832,36.67059211785681,2021.0,10.0,9/w/,90,0.7528867
AEj73GhI6A04xOLbVB1U0A,-1.298396031103224,36.77679226701558,2021.0,7.0,a/e/,90,0.72836924
AFb44X-tjWkwqeKGOjTlxQ,-1.213543648564979,36.92418643348012,2021.0,9.0,a/f/,90,0.6301385
AGN4I5uYKjdosrPg1Md1qA,-1.281663921047804,36.82259723671375,2021.0,8.0,a/g/,90,0.6836248
ASTD9Se9_yUBKJWk7hHRkg,-1.279408470101195,36.97060439583442,2021.0,9.0,a/s/,90,0.60751766
Aexecal3CriC7ZQXnmWwQg,-1.315335671210023,36.91386912954498,2021.0,7.0,a/e/,90,0.6517036
ApmGM4iYHcrjfq1M9HN7IQ,-1.308930054129308,36.76164185810614,2021.0,7.0,a/P/,90,0.63136363
AyeRC5vscr1Gt81KTK7UBw,-1.284370296203681,36.81638593790574,2021.0,7.0,a/y/,90,0.6418248
AytSUHQYqMP6PjhbQ-MQzQ,-1.230769293631345,36.80362794743682,2021.0,7.0,a/y/,90,0.6188245
B-cfks7jQQl5DgSIsK0pTg,-1.21336971802437,36.75170244130672,2021.0,7.0,B/-/,90,0.75872976
B3elTdPfUlkUJhTy-UL2eQ,-1.27956323833661,37.08141096798914,2018.0,2.0,B/3/,90,0.728637
BBXbSS-TAeTXIagXtd4jJg,-1.190982364093593,36.90295870137666,2021.0,9.0,B/B/,90,0.62929595
BBbU9NHRwWi47tcqSQLB1A,-1.291416363037814,36.76153030028262,2021.0,7.0,B/B/,90,0.6550949
BEOQ08J8pPTY8ck-r8q3cA,-1.227645023634938,36.70800332357808,2021.0,10.0,B/e/,90,0.7197549
BP9QoOxr7XnjzhlojJhYSg,-1.21068365247559,36.92960721657846,2021.0,9.0,B/P/,90,0.6049837
BPpiA2hZvmiUzYPv7UCtyg,-1.274718956117874,36.82902599736518,2021.0,8.0,B/P/,90,0.6480829
BQISWPKgnW5Kb_2QpKTivw,-1.277267576351583,36.91757845314821,2018.0,2.0,B/Q/,90,0.6114862
BQxquksUwyc4zsyEMxhV6Q,-1.28031414650975,36.67364624363264,2021.0,8.0,B/Q/,90,0.6895197
BT6qjdhXMOkU9mXeqmgEPA,-1.335947609610701,36.8004964505442,2018.0,10.0,B/t/,90,0.6076242
BXvvVeumADIAa4Y-TYqVKg,-1.284347977492879,36.99215695968786,2018.0,2.0,B/x/,90,0.6189613
BZLvTSwDly0OmntMaHUMCw,-1.280874224752955,36.73206115662623,2021.0,8.0,B/Z/,90,0.72309184
BaxGAA3WtYxOaqZJOkmUhg,-1.318798792957661,36.88470829241351,2018.0,4.0,B/a/,90,0.61406714
BkiJvipo5XF4dI8gU5m2gA,-1.28218105261955,36.8162240234668,2022.0,3.0,B/K/,90,0.62506205
BuB9gnm5kHktrLSBN_lULw,-1.255300132703624,36.88565671175937,2018.0,2.0,B/U/,90,0.60197383
ByuXcQ2Y-Yv9pZiYYkf2iA,-1.201509848053268,36.78196115918475,2021.0,8.0,B/y/,90,0.64139146
CFMAHI4Lq81ClE7r2ErULw,-1.199963774428207,36.72560793204565,2021.0,12.0,C/f/,90,0.6106843
CYK9ZwZd50PNd8bTM2BNOA,-1.282045585569423,36.80963057581418,2021.0,9.0,C/y/,90,0.6138539
CbjtQ_mA1fPHF9BtiTkOjw,-1.285104344516413,36.7934663807404,2021.0,8.0,C/B/,90,0.63002604
CbsxvjUgxqkhXM7c2NoK8A,-1.493413050235137,36.97046052786795,2022.0,3.0,C/B/,90,0.7903656
CdiFC_4omCIQRyz43qnhFw,-1.307704644557747,36.87800597718932,2021.0,8.0,C/d/,90,0.6373769
ChSFpL5RWksZr5UgzlM2VA,-1.223315088528535,36.92251812928689,2018.0,2.0,C/H/,90,0.6049422
CjHpbk1YbqKdIcqDKuTVpA,-1.280783282053747,36.84757786441691,2021.0,8.0,C/j/,90,0.68264294
CtSkiLTRL9FLImoUhwMUYg,-1.28011310482783,36.88879397538165,2022.0,4.0,C/t/,90,0.6939783
D01g1FuIM3QK9iuD7mZ9nQ,-1.26724712933329,36.98387829587036,2018.0,2.0,d/0/,90,0.7880207
D2-enflJlgCDt2TLo_uvVQ,-1.260211944841296,36.67561317730384,2021.0,8.0,d/2/,90,0.6601634
D6S5TiHXKPPYvVK40X5Mcg,-1.478892315463257,36.9570984268078,2022.0,3.0,d/6/,90,0.624577
D6agujYXm0-6h8cewc56aw,-1.216289568473575,36.9720255174026,2021.0,9.0,d/6/,90,0.63820225
D81oAHU4IzFX04ldIgOPow,-1.283432397403759,36.78224363379496,2017.0,12.0,d/8/,90,0.6813687
D9dGmS6-iSnu4CpHtmCbmA,-1.315487784721902,36.89673596248529,2021.0,10.0,d/9/,90,0.75812125
DCZ4_Pc7j5Q7ctUKWBgI_Q,-1.282650170910302,36.71066614263341,2018.0,3.0,d/C/,90,0.62736654
DX8D7T046P-tHaXVaszNyg,-1.291750031316559,36.74821260867284,2021.0,7.0,d/x/,90,0.69249517
Dcu-IdHTcLzc3cKI7H9QLQ,-1.204427330203445,36.8745420540735,2018.0,2.0,d/C/,90,0.73848146
DfkGKZMMdewE6rXp48cJxw,-1.257251092769504,36.78594216826617,2017.0,12.0,d/f/,90,0.60480005
Dqk-gB7bOQfUNTK60DoAHA,-1.171335758884906,36.92638442246732,2018.0,2.0,d/Q/,90,0.6168583
DvHNPlOKzZYu52NUVzX4KA,-1.302491892133105,36.71568738017337,2018.0,1.0,d/v/,90,0.707948
EFhlxm93Tx6F227kwsPliw,-1.469719484781567,36.95974570809953,2022.0,3.0,e/f/,90,0.67865646
EGerxyHLk2LlW_Oo5e7rBQ,-1.2369666969988,36.91776672410773,2021.0,9.0,e/g/,90,0.6767816
EIF8wwlhC-XZhXijfKu32Q,-1.35662056401858,36.75692709888098,2021.0,7.0,e/i/,90,0.62443334
ER4aY_nsw1MIGf5ahmRe9g,-1.363126448583255,36.65059267815204,2018.0,4.0,e/r/,90,0.77239084
E_qkzkqHzhYeNWsavn4N6A,-1.252319903475889,36.78975811452284,2021.0,7.0,e/_/,90,0.6981084
EeqImUSVOnJ4s1EZSMLRAw,-1.310594495175099,36.76180915342216,2021.0,7.0,e/e/,90,0.6233198
EkQQPa5XSqVQm4hYNDnj_w,-1.324005006579902,36.84935592973038,2021.0,8.0,e/K/,90,0.7266035
EoE-uYR45EbS44Ji6zTDiA,-1.379449950741811,36.92367597153734,2021.0,8.0,e/O/,90,0.7617845
EsOclFzgLChryKBTrXvwPA,-1.253844950612273,36.78303130242816,2021.0,7.0,e/s/,90,0.6004292
EstxlVh0tIh1atw4HuLOqQ,-1.191652500992918,36.79492971664505,2022.0,2.0,e/s/,90,0.77405477
EyNJz6IHOia6nF-VHGNBtQ,-1.275466166957865,36.88593608113317,2018.0,2.0,e/y/,90,0.7145666
F12s8xNKGyGagzQY4rMPPA,-1.17771579819674,36.88284990981202,2021.0,9.0,f/1/,90,0.74222976
FDDbU_XnwHJVLWuUNB03Lg,-1.289083859272141,36.72914694083995,2021.0,8.0,f/d/,90,0.6801388
FLBfJZzAuAztlL8Lb6hoSA,-1.1878524118948,36.74812364227018,2022.0,2.0,f/L/,90,0.61369085
FeQRxrm_s39EZolRiM6q-g,-1.283143134008347,36.84017512047406,2018.0,2.0,f/e/,90,0.6608041
FjWDfC0k7YGM8pvpIVFyoQ,-1.344867973682292,36.70527064299552,2021.0,9.0,f/j/,90,0.6719074
FuEban5O7sE7kIK4zsYD6w,-1.228503401812408,36.84909768840168,2021.0,7.0,f/U/,90,0.7575431
FvN6Qc9BxXFLlFRUPurKkA,-1.299586486271625,36.76490515842812,2021.0,8.0,f/v/,90,0.60547286
FwJ9vkryZ1uVEnGF2LSKOw,-1.183828167869616,36.90298438356429,2021.0,9.0,f/w/,90,0.6789601
G2SHnB8Y3DK9AiM2LbJI0A,-1.251284876458632,36.90342007681569,2018.0,2.0,g/2/,90,0.7401772
G4xYtNWDKwjiR7pGTOL_mg,-1.209715764406176,36.94050597044305,2021.0,9.0,g/4/,90,0.6054508
GG4MMw7XP97sQ3iyuBfvcw,-1.213167250554251,36.85009041402964,2018.0,2.0,g/g/,90,0.70930713
GPm56wMHlQnPhemGk7oS8w,-1.282459802078846,36.89224171683843,2018.0,1.0,g/P/,90,0.7431673
Gelp4YqHxzH0gtRQyocllw,-1.284691224513051,36.86327030866082,2018.0,2.0,g/e/,90,0.72546065
GmsFZtNpLsFDx-2Q1Ju7zQ,-1.174271613734841,36.63300550709567,2021.0,10.0,g/m/,90,0.6101663
Gp5baUmLPaDd3DmqnF15iQ,-1.280642705343067,37.01714903089089,2018.0,2.0,g/P/,90,0.6312086
GreKgp49_0JX_ivDVRsCiQ,-1.32803598608462,36.71193211644351,2021.0,7.0,g/r/,90,0.6382162
GyG8XdBgTKu2tn_TzId3JA,-1.281344295515944,36.9509287449097,2021.0,8.0,g/y/,90,0.6852461
GzmUZxSrTMCw7hcVllLJxA,-1.297147125231323,36.84483834130037,2021.0,9.0,g/Z/,90,0.6750557
H7jVF2IUqiZMnB46ENfo9g,-1.293492814713227,36.74084628976871,2021.0,8.0,H/7/,90,0.6468433
H9FvADRzUbytIwEWWwexfw,-1.284708557923341,36.86353252298201,2018.0,2.0,H/9/,90,0.70591056
HIx40l4NRXfjfAkMKK6HVg,-1.225452036584072,36.85556863938541,2021.0,7.0,H/i/,90,0.7193134
HRe28FKwSoo85PztCdlsqA,-1.261075954309239,36.74464984018532,2018.0,2.0,H/r/,90,0.80094695
HV4e60UYDsPiW_YRJmjInA,-1.188477865625537,36.7740137047887,2022.0,2.0,H/v/,90,0.6869458
HbWZfwWLuhn-MqA9NSS1FQ,-1.218792976802788,36.8343251885799,2018.0,2.0,H/B/,90,0.6511221
Hi6pr0GUKqr_QweJ7sUZiw,-1.311204707028432,36.83164266485247,2021.0,8.0,H/i/,90,0.6005617
IHZxp66BlJ27uvmfwcZoog,-1.308598662322084,36.80445704426699,2021.0,8.0,i/H/,90,0.6120855
INWq9XeOJE-SqFZSJZzfyg,-1.304059774594189,36.90621895453295,2021.0,8.0,i/N/,90,0.6471319
IYsJXX6CIDdl7kMg_bqIMQ,-1.16577418462836,36.93498519640966,2021.0,12.0,i/y/,90,0.6927668
I_ZYKb3kYSiI1CAj_tc0Ug,-1.302766008833177,36.81764411025429,2017.0,12.0,i/_/,90,0.722386
I_c2jkfKaOGoC4FOon1jBw,-1.190787581736569,36.91108580359222,2018.0,2.0,i/_/,90,0.62880605
IbhTJMjActxOCnqU5qPcTw,-1.274549861716946,36.83000462002356,2021.0,8.0,i/B/,90,0.6297177
Il6X4MJDC0odhEWTJGUK3w,-1.256508692481084,36.88595996371837,2018.0,2.0,i/L/,90,0.61226803
Iq3x3JYvRAm191WIVwPLvg,-1.294252804018027,36.81135500582399,2021.0,9.0,i/Q/,90,0.6004866
IueM1pymwgTNS6vq-AB4Fg,-1.159273638423262,36.95744467447889,2022.0,5.0,i/U/,90,0.6247084
J6umIv-6ZdSxdvhvohfUrw,-1.285348127604288,36.95452812407446,2021.0,8.0,j/6/,90,0.66464025
J74wuTOFG0DBKuOK5QW6Xg,-1.298210123351314,36.75875766037478,2018.0,1.0,j/7/,90,0.6302203
JDPt7cqEppa6YI5A8PrCIA,-1.30710417340611,36.754726024384,2021.0,7.0,j/d/,90,0.63238615
JGRB6lP8MDhzJSpgneMHpQ,-1.275379494935663,37.04608944951366,2018.0,2.0,j/g/,90,0.65645826
JKP3Ndk6TMWIWjix8X1zkw,-1.264258053242211,36.74927337269032,2018.0,2.0,j/K/,90,0.6173549
JKrL23G0af98exmzSAzYAQ,-1.211075697880604,36.9202898364523,2021.0,9.0,j/K/,90,0.7275452
JWxBNTUxJaVY7c31ZZHoJQ,-1.284752815505634,36.91319106968337,2018.0,2.0,j/w/,90,0.60163563
JcYsfytFTKZrckqwKiyWXw,-1.32587170740058,36.78085508442094,2017.0,12.0,j/C/,90,0.671687
JkEVGrEDUd2uNWXLQ5ucYw,-1.158998118682268,36.74295485648634,2021.0,12.0,j/K/,90,0.75332373
K4PcKrZAtLUVw-bFrnotlA,-1.298779233756775,36.77319413025654,2021.0,7.0,K/4/,90,0.62172127
K6pUSUKBHDfuwTEUUF69TA,-1.333394913653026,36.87116514449721,2021.0,7.0,K/6/,90,0.71241003
KCQaaKGjMBxcsOHKliKnyA,-1.389387573025474,36.76580875548294,2018.0,1.0,K/C/,90,0.6143672
KCfkbxmX-f_jV7cs2xIhyA,-1.315668083787879,36.8015366365093,2018.0,3.0,K/C/,90,0.6102657
KL4DLoMyMuAW2swafWuefg,-1.217202298521521,36.81958694057196,2018.0,2.0,K/L/,90,0.6408409
KNFWaCzHWQ6yvP8imXJcIA,-1.352510962615219,36.71988605869857,2021.0,7.0,K/N/,90,0.6123676
KleLuw9ZsFNl_Ehrhi7FZA,-1.307920672418106,36.82500755369156,2018.0,2.0,K/L/,90,0.61068714
KmIhGVb5LbqJBtTmDH7tIg,-1.328950105871681,36.8349741636496,2021.0,9.0,K/m/,90,0.7360843
KqxufNmf9KflDQskhTbAXw,-1.333569305417148,36.71524259903346,2017.0,12.0,K/Q/,90,0.72508687
Ks5h8UNBRPDkvA3oLy6PMw,-1.278962474866125,37.02609913371676,2018.0,2.0,K/s/,90,0.65655875
Kuxi04pDl_PgqbSbWsnhFg,-1.319557633208491,36.89733088555816,2021.0,10.0,K/U/,90,0.65506077
KymZ37imLSkulAvCVsS-Ew,-1.192178419008649,36.74187031960962,2022.0,2.0,K/y/,90,0.639569
L6UpRy5q2L_zk_5eAQ0IBg,-1.348736671808217,36.90513829122179,2021.0,10.0,L/6/,90,0.7346285
LKVTX0SFe5Y4KfzTEo_m5w,-1.252696307335113,36.66523800095378,2017.0,12.0,L/K/,90,0.66885585
LPyr-6tdmGWazer9h4EJig,-1.253149914839794,36.87893232180637,2021.0,8.0,L/P/,90,0.64600635
LRRagnCW-vBXNXV_3l2wtg,-1.276818218419756,36.70527812970334,2017.0,12.0,L/r/,90,0.6532844
LTvfUmFZ8_59njtQNYkb9w,-1.379580589726124,36.92381427155673,2021.0,8.0,L/t/,90,0.6257446
LdW7WWhjSsS3I-Iu8EQ1BQ,-1.486285218033796,36.95494588230961,2022.0,3.0,L/d/,90,0.6230305
M11F3nm93yIhTB44oSIjoQ,-1.340628886244723,36.72929596881571,2021.0,7.0,m/1/,90,0.62973547
M7nhc6H8bxTr3q2GvBnw-w,-1.303452321281109,36.83877994006963,2021.0,7.0,m/7/,90,0.61676633
M9BWzxZlNTtICWckj92epQ,-1.252186522407437,36.9474317731557,2021.0,8.0,m/9/,90,0.61601883
MAj6ulNgMZPHWqD8REfy9g,-1.23549402062871,36.76657859635475,2018.0,2.0,m/a/,90,0.618201
MBSBMUN-FbexGSWeEPeJDA,-1.288393868689953,36.86452612124539,2021.0,10.0,m/B/,90,0.64420545
MQ9GBTFv_xTnLf6eylLP3w,-1.204292815656248,36.84006294201458,2021.0,8.0,m/Q/,90,0.6468813
MatHet4wa8IZBq_qik6mEg,-1.287934370864751,36.85317393650597,2021.0,8.0,m/a/,90,0.66654813
Mf292pn6KH8HvKeBg0PFFg,-1.373288108468788,36.93334592632149,2021.0,8.0,m/f/,90,0.62060636
MlJNUPF3XKVxE4FQjicn5Q,-1.276129037082429,36.69103351155658,2017.0,12.0,m/L/,90,0.6336946
MuRqcV-hbHK49QKhDOXDaA,-1.31430944054548,36.88826627907098,2018.0,4.0,m/U/,90,0.72883594
MwSwZz548eELrOR0l-iwzw,-1.256743145210129,36.88923500512933,2018.0,2.0,m/w/,90,0.6816273
N0oS7rysZgRI02KME7aSDQ,-1.438655438338193,36.96724961625379,2021.0,9.0,N/0/,90,0.6347439
N81HLZBqi6F85GXuqeZCcQ,-1.261750530241019,36.69248405713796,2021.0,8.0,N/8/,90,0.62828535
NRNlvUuNYevPorm_E20n2Q,-1.355241565405021,36.66394201083563,2018.0,4.0,N/r/,90,0.62686425
NTQwlYsNVvypnfd9wTmjjw,-1.157221115645942,36.63643231138084,2021.0,10.0,N/t/,90,0.6802791
Nacfq8lj7oO0marTvtlMGw,-1.326718224154829,36.84580607908833,2021.0,9.0,N/a/,90,0.62890077
NhUGZQrcMADsl5DZK9Hx0A,-1.17104039335739,36.94605871955878,2022.0,4.0,N/H/,90,0.7020916
Noz45JPk139toqHveri69A,-1.279371527662859,36.82472006772883,2018.0,2.0,N/O/,90,0.6226173
NrMurijRRXNf3p90TbSyjw,-1.286912779976884,37.07230935586711,2021.0,10.0,N/r/,90,0.6451985
O3ZBEVO42K-ZTUt3YJOIzw,-1.279713262247872,36.84779998122956,2021.0,8.0,O/3/,90,0.6075314
O5k72XYJqlsm5nxsVOddRA,-1.306026557798567,36.76350189771019,2021.0,7.0,O/5/,90,0.6057012
O7cXMy3R_8Q2uw-bOIOLCA,-1.26278509010904,36.69429629426643,2021.0,8.0,O/7/,90,0.7212344
OBfHfHDeh81d7lRiA_1MqQ,-1.262481127447636,36.8256290123767,2021.0,8.0,O/B/,90,0.653891
OEOM6dzhGYHD-yoVtU4Z4w,-1.396791183860972,36.72732617645461,2022.0,4.0,O/e/,90,0.6540793
OERXnAEMWKGqhmJddtl8zw,-1.339336230711362,36.70134075786979,2021.0,9.0,O/e/,90,0.6079713
ONA_O6ZKBqKF-zDUSENH-A,-1.277324154894948,36.99590763187542,2018.0,2.0,O/N/,90,0.70551646
OVeuOPmBSndJ3cSLsfWjTg,-1.263689958761809,36.84708033674953,2018.0,2.0,O/v/,90,0.72084945
Ob690qIuEeHcowXxkvR4lg,-1.306755250097269,36.76738040609575,2021.0,7.0,O/B/,90,0.6051803
Oh6c0bpcyjveRl8-kO3SAw,-1.278921456812458,36.71513450867086,2017.0,12.0,O/H/,90,0.6237259
OjyJOExG04HhZg5FOXS_0g,-1.286048228527131,36.70458391946032,2018.0,2.0,O/j/,90,0.6180234
OsbzPNflx9u5LIvXNMaIMQ,-1.211177861271556,36.90744974756402,2021.0,9.0,O/s/,90,0.7234524
OzvQ_5TR811_VZ5K_MBBzQ,-1.281947578538189,37.07960211455304,2018.0,2.0,O/Z/,90,0.6721391
P-PArjOqbKNVBth_s26QGg,-1.242408202766484,36.94086459804326,2021.0,7.0,P/-/,90,0.63023275
P3DRaNvKfLrQx-CXXuZ6zg,-1.228072895831808,36.73110500642674,2021.0,8.0,P/3/,90,0.70716614
PU6XWLaAAI69AuUgH0x7rw,-1.279692924160144,37.04872138153367,2021.0,10.0,P/U/,90,0.6523357
