panoid,lat,lon,year,month,_0,_90,_180,_270,img_path
GYPgXQQYuoHLQDa8xh_Etw,-1.280387944991416,36.81051522411799,2021.0,7.0,0.0,0.0,0.0,0.0,g/y/
CVwF4nTp6ko9JRjUsZGIjg,-1.280081941311893,36.81014601947394,2021.0,7.0,0.0,0.0,6625.0,0.0,C/v/
O6R_BsTX94jUx_wQakgFHA,-1.279723968287941,36.80970525539411,2021.0,7.0,0.0,0.0,0.0,0.0,O/6/
y2iOp1VNhUeqltX-_Vag8Q,-1.293444772682009,36.8059857262143,2021.0,7.0,0.0,0.0,5570.0,0.0,y/2/
FrdmVwG68bsOw0pZKv_Buw,-1.293243964875461,36.80638091402721,2021.0,7.0,0.0,0.0,0.0,0.0,f/r/
C-Q538MvpgpULi5DHDbCHw,-1.293041625094254,36.80680732012825,2021.0,7.0,0.0,0.0,0.0,0.0,C/-/
mo7Q3NWxgOL050F6OM440w,-1.292755597298938,36.80722830130991,2021.0,7.0,0.0,0.0,5220.0,5576.0,m/O/
xFxG2NGj6k6U38ix44-AEQ,-1.29248923437618,36.80776676593717,2021.0,9.0,0.0,20647.0,0.0,0.0,x/f/
cN1ysiDsLPEmaSu4cDDekQ,-1.29227411333452,36.80812554847437,2021.0,9.0,0.0,0.0,8838.0,0.0,C/N/
mcXs81YXck4jSc-CZojGcw,-1.292028206467242,36.80858020650744,2021.0,9.0,0.0,0.0,16446.0,0.0,m/C/
YnQE-G6nFxoS7XizGZaEnw,-1.291772070972373,36.80905802985986,2021.0,9.0,14643.0,5424.0,5442.0,0.0,y/N/
TfDnVpCV_31xxRThkKt6oQ,-1.29156263385768,36.80946363505003,2021.0,9.0,0.0,0.0,21297.0,0.0,t/f/
MvAyHIRvgginvA1Kzg8w3g,-1.291327448941755,36.80990555074838,2021.0,9.0,0.0,6287.0,0.0,0.0,m/v/
5cgxTFpl_Swq9sToWONFDw,-1.2911034789208,36.81031550550204,2021.0,9.0,45039.0,19222.0,30164.0,17204.0,5/C/
BMgDNuEp2XBMSDoNRTegVQ,-1.289354557059065,36.81173110531607,2021.0,7.0,0.0,0.0,9995.0,0.0,B/m/
olBqykFuIEh-oosmj78UyQ,-1.289455958878544,36.81118741172448,2021.0,7.0,0.0,0.0,0.0,0.0,O/L/
S_XFxIQ5wz5Xf9U4BSEWmA,-1.289549156629214,36.81072964786391,2021.0,7.0,0.0,0.0,12541.0,0.0,s/_/
RnuVO0aqdx67PeWVthUgsQ,-1.29239642258291,36.80525869014115,2021.0,9.0,0.0,0.0,17328.0,0.0,r/N/
